TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
19/07/2010 18:20,27537,0,63.5,56.25,3.916,26.55,49.5,0.972,872.4224
19/07/2010 18:30,27538,0,69.65,61.54,4.2,26.78,49.46,0.342,872.6038
19/07/2010 18:40,27539,0,68.85,59.6,4.121,26.12,64.67,2.218,872.4557
19/07/2010 18:50,27540,0,58.22,50.87,3.519,25.23,63.47,2.899,872.4481
19/07/2010 19:00,27541,0,39.58,34.84,2.413,25.16,64.39,2.88,872.6693
19/07/2010 19:10,27542,0,35.29,31.12,2.115,25.02,65.59,2.836,872.7257
19/07/2010 19:20,27543,0,33.46,29.31,2.001,24.91,65.86,2.454,872.6364
19/07/2010 19:30,27544,0,33.72,29.44,1.941,24.9,64.53,1.946,872.5873
19/07/2010 19:40,27545,0,27.78,23.96,1.576,24.77,63.34,2.324,872.4543
19/07/2010 19:50,27546,0,19.07,16.77,1.084,24.65,62.83,2.163,872.4582
19/07/2010 20:00,27547,0,14.27,12.33,0.79,24.53,65.52,2.458,872.4561
19/07/2010 20:10,27548,0,5.069,4.404,0.29,24.47,65.45,1.377,872.8362
19/07/2010 20:20,27549,0,0.893,0.781,0.081,24.63,64.43,0.135,872.9639
19/07/2010 20:30,27550,0,0.067,0.099,0.019,24.51,67.74,1.234,873.2313
19/07/2010 20:40,27551,0,0,0,0.016,24.33,68.32,1.573,873.2916
19/07/2010 20:50,27552,0,0,0,0.006,23.98,69.45,1.807,873.2723
19/07/2010 21:00,27553,0,0,0,0.002,23.65,71.87,2.536,873.4423
19/07/2010 21:10,27554,0,0,0,0.002,23.39,71.26,2.565,873.3446
19/07/2010 21:20,27555,0,0,0,0.002,23.34,69.55,1.246,873.463
19/07/2010 21:30,27556,0,0,0.005,0.004,23.7,68.26,0.002,873.6804
19/07/2010 21:40,27557,0,0,0.261,0.002,23.92,67.44,0.246,873.7145
19/07/2010 21:50,27558,0.104,0,0.187,0.002,23.86,68.56,0.734,874.1073
19/07/2010 22:00,27559,0,0,0.107,0.001,23.82,68.43,0.092,874.1497
19/07/2010 22:10,27560,0.041,0,0.124,0,23.78,68.02,0.528,874.1575
19/07/2010 22:20,27561,0.225,0,0.142,0.002,23.64,70.54,1.371,874.296
19/07/2010 22:30,27562,0,0,0,0.003,22.91,71.87,2.226,874.6806
19/07/2010 22:40,27563,0,0,0,0.002,22.59,74.5,1.978,874.7072
19/07/2010 22:50,27564,0,0,0,0,22.35,75.8,1.165,874.7354
19/07/2010 23:00,27565,0,0,0,0,22.91,75.66,0.206,875.0352
19/07/2010 23:10,27566,0.141,0,0.057,0.001,23.04,77.13,0.64,875.2143
19/07/2010 23:20,27567,0.32,0,0,0,22.37,76.99,1.917,875.1498
19/07/2010 23:30,27568,0.763,0,0.056,0.001,22.12,78.02,0.714,875.2061
19/07/2010 23:40,27569,1.198,0,0.001,0.002,22.16,76.35,1.373,875.2173
19/07/2010 23:50,27570,1.208,0,0.08,0.002,22.03,77.61,0.808,875.2332
20/07/2010 00:00,27571,0.692,0,0,0.002,22.03,75.91,0.101,875.0625
20/07/2010 00:10,27572,0.414,0,0,0.001,22.24,75.02,0.095,875.1436
20/07/2010 00:20,27573,0.405,0,0,0,22.46,75.46,0.332,875.231
20/07/2010 00:30,27574,0.405,0,0.069,0,22.49,74.17,0.086,875.4277
20/07/2010 00:40,27575,0.405,0,0.151,0,22.34,81.8,2.226,875.4938
20/07/2010 00:50,27576,0.225,0,0,0.001,21.78,86.4,1.759,875.2345
20/07/2010 01:00,27577,0.316,0,0,0.001,21.72,85.8,1.528,875.3899
20/07/2010 01:10,27578,0.316,0,0.012,0.001,21.73,86.6,3.183,875.423
20/07/2010 01:20,27579,0.037,0,0,0.001,21.47,90.9,2.481,875.3743
20/07/2010 01:30,27580,0,0,0,0,21.15,92.3,2.294,875.6596
20/07/2010 01:40,27581,0.039,0,0,0.001,21,92.5,2.025,875.5536
20/07/2010 01:50,27582,0.141,0,0,0,20.93,93.1,1.431,875.4799
20/07/2010 02:00,27583,0.322,0,0,0,20.89,92.9,0.523,875.5795
20/07/2010 02:10,27584,0.563,0,0.001,0,20.79,90.8,0.375,875.7579
20/07/2010 02:20,27585,0.188,0,0,0,20.56,94.3,2.179,875.6771
20/07/2010 02:30,27586,0.122,0,0,0,20.21,95.4,0.695,875.6848
20/07/2010 02:40,27587,0.116,0,0.01,0,20.21,95.8,0.483,875.7584
20/07/2010 02:50,27588,0.084,0,0.003,0,20.14,96,0.891,875.5865
20/07/2010 03:00,27589,0.256,0,0.029,0,20.12,96.2,2.478,875.5861
20/07/2010 03:10,27590,0,0,0,0,20,95.9,2.565,875.4309
20/07/2010 03:20,27591,0.003,0,0,0,19.94,95.3,1.731,875.4479
20/07/2010 03:30,27592,0,0,0,0,19.92,95,1.461,875.5289
20/07/2010 03:40,27593,0.236,0,0,0,19.79,93.8,2.251,875.5129
20/07/2010 03:50,27594,0.649,0,0.001,0,19.8,93,2.014,875.5129
20/07/2010 04:00,27595,0.941,0,0.031,0,19.86,93.3,1.723,875.4556
20/07/2010 04:10,27596,0.994,0,0,0,19.96,92.4,0.531,875.472
20/07/2010 04:20,27597,0.756,0,0.009,0,20.26,91.7,0.048,875.4064
20/07/2010 04:30,27598,1.144,0,0,0,20.09,92.8,1.676,875.3735
20/07/2010 04:40,27599,0.96,0,0,0,19.85,93.1,1.754,875.3976
20/07/2010 04:50,27600,0.652,0,0.082,0,19.83,93.5,0.656,875.1533
20/07/2010 05:00,27601,0.416,0,0.184,0,19.75,93.9,0.894,875.1692
20/07/2010 05:10,27602,0.407,0,0.015,0,19.84,93.9,0.014,875.1284
20/07/2010 05:20,27603,0.742,0,0.004,0,19.97,93.9,0.857,875.2838
20/07/2010 05:30,27604,0.742,0,0,0,19.92,93.7,1.305,875.2919
20/07/2010 05:40,27605,0.522,0,0,0,19.81,94.7,2.024,875.3328
20/07/2010 05:50,27606,0.406,0,0,0,19.74,95.7,1.67,875.3083
20/07/2010 06:00,27607,0.404,0,0,0,19.65,96.1,1.362,875.2182
20/07/2010 06:10,27608,0.392,0,0.005,0,19.61,96.3,0.507,875.2921
20/07/2010 06:20,27609,0.406,0,0.002,0,19.67,96.3,0,875.3818
20/07/2010 06:30,27610,0.406,0,0.006,0,19.85,96,0,875.3824
20/07/2010 06:40,27611,0.406,0,0,0,19.82,96.1,0.033,875.3574
20/07/2010 06:50,27612,0.406,0,0,0,19.8,95.8,0.304,875.2833
20/07/2010 07:00,27613,0.406,0.059,0.149,0.012,19.86,95.7,0,875.2018
20/07/2010 07:10,27614,0.406,0.854,0.732,0.094,19.96,95.5,0,875.2839
20/07/2010 07:20,27615,0.406,3.697,3.288,0.28,19.84,95.9,1.337,875.3816
20/07/2010 07:30,27616,0.341,9.15,7.831,0.654,19.52,96.3,1.629,875.3663
20/07/2010 07:40,27617,0.405,23.18,20.08,1.308,19.49,96.4,0.554,875.5294
20/07/2010 07:50,27618,0.406,35.07,30.53,1.708,19.5,96.5,0.076,875.7589
20/07/2010 08:00,27619,0.691,46.02,40.01,2.642,19.69,96.2,0,875.7581
20/07/2010 08:10,27620,1.311,65.67,57.76,4.226,19.83,95.9,0,875.8408
20/07/2010 08:20,27621,2.683,104.5,90.8,5.409,19.96,95.4,0.724,875.9142
20/07/2010 08:30,27622,13.3,101,89,5.576,20.14,94.9,0.265,876.0613
20/07/2010 08:40,27623,37.21,155.3,128.4,7.14,20.58,92.7,0.337,876.1182
20/07/2010 08:50,27624,216.6,263.5,166,10.67,21.1,87.3,0.432,876.0696
20/07/2010 09:00,27625,124,236,162.6,11.85,21.43,90,1.493,876.02
20/07/2010 09:10,27626,10.01,145.9,126,9.48,21.01,90.6,0.912,876.0868
20/07/2010 09:20,27627,3.496,99.6,86.5,7.71,20.87,91.4,1.35,876.3481
20/07/2010 09:30,27628,10.07,174.1,148.3,9.95,20.64,91.4,1.406,876.5277
20/07/2010 09:40,27629,23.28,257.6,209.5,14.59,20.92,90.4,1.718,876.5513
20/07/2010 09:50,27630,14.9,274.7,232.5,14.81,21.22,87.7,0.837,876.4871
20/07/2010 10:00,27631,6.65,214,183,11.8,21.53,85.9,0.9,876.5603
20/07/2010 10:10,27632,17.7,326.3,269.8,17.65,21.8,84.6,1.331,876.6327
20/07/2010 10:20,27633,110.2,426.5,299.2,22.59,22.15,80.4,0.697,876.8414
20/07/2010 10:30,27634,27.3,332.4,269.6,17.39,22.44,80.9,0.474,876.7341
20/07/2010 10:40,27635,7.126,254,217.3,13.91,22.52,83.1,1.322,876.7844
20/07/2010 10:50,27636,30.29,349.3,284.8,19.45,22.07,82.8,2.029,876.8791
20/07/2010 11:00,27637,379.7,693.9,359.4,35.26,22.64,78.07,2.349,876.8029
20/07/2010 11:10,27638,531.7,774.1,323.5,39.02,23.29,77.12,2.37,876.7687
20/07/2010 11:20,27639,307.4,543.4,260.7,32.63,23.17,78.68,2.505,876.8187
20/07/2010 11:30,27640,408.2,673.3,300.2,35.58,23.66,73.53,1.607,876.8986
20/07/2010 11:40,27641,193.2,486,279.4,29.67,23.48,74.45,2.774,876.8429
20/07/2010 11:50,27642,208.9,558.4,318.9,32.92,23.5,72.92,2.65,876.8011
20/07/2010 12:00,27643,459.3,794.2,346.6,42.26,23.94,73.26,2.488,876.751
20/07/2010 12:10,27644,566.7,885,338.4,45.94,24.13,70.53,2.617,876.808
20/07/2010 12:20,27645,599.7,878,298.8,44.71,24.44,66.61,2.344,876.7346
20/07/2010 12:30,27646,437,761.5,299.7,42.97,24.51,64.8,2.843,876.5802
20/07/2010 12:40,27647,518.1,765.9,253.1,46.05,24.19,67.43,2.199,876.6279
20/07/2010 12:50,27648,765.9,989,211.6,53.86,24.71,62.52,2.656,876.4316
20/07/2010 13:00,27649,665.5,952,281.4,51.06,25.44,59.62,1.817,876.2289
20/07/2010 13:10,27650,122,497.5,327.3,32.95,25.17,62.49,2.058,876.3734
20/07/2010 13:20,27651,175.6,606.4,360.9,36.16,25.45,63.61,2.112,876.064
20/07/2010 13:30,27652,212.4,572.4,322,32.34,25.26,60.58,2.404,875.8839
20/07/2010 13:40,27653,516.2,957,392.6,47.06,26.06,59.62,1.476,875.8675
20/07/2010 13:50,27654,14.64,387.3,321.8,24.55,26.4,60.41,1.619,875.8933
20/07/2010 14:00,27655,5.675,297.3,247.8,20.85,25.57,61.56,1.066,875.8023
20/07/2010 14:10,27656,301.9,673.1,317.6,37.53,26.61,57.71,0.499,875.6455
20/07/2010 14:20,27657,708.4,1008,306.5,52.26,26.79,58.12,1.77,875.3613
20/07/2010 14:30,27658,187.6,576.9,337.9,35.4,26.15,59.83,2.217,875.4246
20/07/2010 14:40,27659,333,661.3,292.5,35.25,26.57,55.46,0.725,875.1721
20/07/2010 14:50,27660,32.09,404.9,306.6,30.49,26.82,58.22,1.319,874.9836
20/07/2010 15:00,27661,175.2,521.8,310,33.58,26.01,59.21,1.815,874.7393
20/07/2010 15:10,27662,234.4,563.7,304.2,34.46,27.33,56.04,1.401,874.4273
20/07/2010 15:20,27663,666.6,935,300.2,44.72,27.3,56.79,2.09,874.165
20/07/2010 15:30,27664,702.7,935,295.7,45.3,27.1,57.64,2.047,874.1588
20/07/2010 15:40,27665,702.3,915,284.5,43.07,27.5,55.16,2.319,873.9935
20/07/2010 15:50,27666,711.2,890,265.1,43.56,27.62,53.42,2.279,873.8793
20/07/2010 16:00,27667,728.2,875,255.5,42.99,27.6,53.89,2.35,873.7979
20/07/2010 16:10,27668,704.6,818,233.4,40.43,27.7,49.22,1.578,873.6743
20/07/2010 16:20,27669,672.8,745.3,199.8,37.4,28.06,51.07,2.819,873.4053
20/07/2010 16:30,27670,549,626.8,184.4,34.8,27.99,49.77,2.555,873.3065
20/07/2010 16:40,27671,680.8,701.6,189,34.93,27.62,49.22,2.753,873.0612
20/07/2010 16:50,27672,582.2,678.1,235.5,32.75,28.48,47.52,1.156,873.0858
20/07/2010 17:00,27673,563.9,632.9,226,30.14,28.44,50.93,1.9,872.8739
20/07/2010 17:10,27674,427.9,580.3,260.6,26.85,28.09,49.91,1.639,872.8734
20/07/2010 17:20,27675,264.3,401.9,196.8,18.55,28.61,50.76,1.354,872.8152
20/07/2010 17:30,27676,34.09,162.4,116.3,10.51,27.47,52.09,2.12,872.7258
20/07/2010 17:40,27677,0.216,96.9,86.4,6.682,27.16,50.89,1.874,872.71
20/07/2010 17:50,27678,0,68.01,62.22,4.507,26.98,49.39,1.555,872.6364
20/07/2010 18:00,27679,0,62.07,56.17,4.217,26.82,64.56,1.444,872.693
20/07/2010 18:10,27680,0,76.89,67.84,5.078,25.53,68.14,2.253,872.5629
20/07/2010 18:20,27681,0,75.69,66.74,4.563,25.38,69.3,2.839,872.8247
20/07/2010 18:30,27682,0,73.54,63.07,4.294,24.56,61.67,3.771,872.9474
20/07/2010 18:40,27683,0,70.61,59.57,3.797,23.88,66.47,3.141,872.9464
20/07/2010 18:50,27684,0,27.67,24.01,1.428,23.16,70.33,2.008,873.0967
20/07/2010 19:00,27685,0,12.78,10.74,0.725,23.09,71.49,1.019,873.0726
20/07/2010 19:10,27686,0,8.56,7.147,0.496,23.3,72.31,0.615,873.324
20/07/2010 19:20,27687,0,6.654,5.848,0.4,23.15,73.47,1.513,873.2316
20/07/2010 19:30,27688,0,4.496,4.06,0.28,22.62,73,2.221,873.2917
20/07/2010 19:40,27689,0.169,2.468,2.434,0.169,22.5,70.81,2.442,873.4642
20/07/2010 19:50,27690,0.539,1.704,1.577,0.105,22.79,69.83,1.991,873.3616
20/07/2010 20:00,27691,0.345,1.16,1.249,0.089,23.22,67.65,0.998,873.4036
20/07/2010 20:10,27692,0,0.329,0.135,0.053,23.24,68.97,0.801,873.4399
20/07/2010 20:20,27693,0,0.036,0.019,0.019,22.88,72.08,0.414,873.9025
20/07/2010 20:30,27694,0,0,0.27,0.017,22.48,81.8,0.136,873.9615
20/07/2010 20:40,27695,0,0,0.267,0.003,22,81.8,0.4,874.3937
20/07/2010 20:50,27696,0,0,0.036,0.001,22.04,79.83,1.558,874.7758
20/07/2010 21:00,27697,0,0.002,0.185,0.001,21.81,82.1,1.999,875.1798
20/07/2010 21:10,27698,0,0,0.183,0.001,21.58,84.9,1.09,875.4554
20/07/2010 21:20,27699,0.059,0,0.254,0.002,21.48,91,2.729,875.9223
20/07/2010 21:30,27700,0.102,0,0.054,0,20.93,92.3,2.554,876.0528
20/07/2010 21:40,27701,0,0,0,0,20.61,91.2,1.204,875.9061
20/07/2010 21:50,27702,0,0,0,0,20.3,89.2,2.203,876.0286
20/07/2010 22:00,27703,0,0,0.01,0,20.14,87.8,1.79,876.1025
20/07/2010 22:10,27704,0.046,0,0.041,0,20.24,87.5,1.403,876.4546
20/07/2010 22:20,27705,0.324,0,0.029,0,20.02,89.3,1.861,876.8719
20/07/2010 22:30,27706,0.406,0,0.055,0,19.85,91,2.459,877.0435
20/07/2010 22:40,27707,0.406,0,0.005,0,19.75,90.9,1.75,877.1007
20/07/2010 22:50,27708,0.249,0,0.002,0,19.79,88.6,0.523,877.0183
20/07/2010 23:00,27709,0.068,0,0.01,0,19.89,89,0.014,877.0684
20/07/2010 23:10,27710,0.405,0,0.112,0,20.05,88.5,0.068,877.051
20/07/2010 23:20,27711,0.406,0,0.195,0,19.89,91.7,1.269,877.0765
20/07/2010 23:30,27712,0.406,0,0.062,0,19.69,92,2.309,877.0926
20/07/2010 23:40,27713,0.644,0,0.008,0,19.75,90.1,2.538,877.0182
20/07/2010 23:50,27714,0.952,0,0.087,0,19.95,88.6,1.915,876.8469
21/07/2010 00:00,27715,1.217,0,0.059,0,20.1,88.8,1.88,876.7239
21/07/2010 00:10,27716,1.215,0,0,0,20.13,90.3,0.786,876.5853
21/07/2010 00:20,27717,0.952,0,0,0,20,90.2,1.267,876.6423
21/07/2010 00:30,27718,1.026,0,0,0,19.99,89.1,1.819,876.7484
21/07/2010 00:40,27719,0.813,0,0,0,19.64,91,2.644,876.8719
21/07/2010 00:50,27720,0.815,0,0.002,0,19.46,91.7,1.541,877.0363
21/07/2010 01:00,27721,0.777,0,0.084,0,19.33,94,1.84,877.3379
21/07/2010 01:10,27722,0.406,0,0.026,0,19.19,94.7,0.826,877.4692
21/07/2010 01:20,27723,0.418,0,0.039,0,19.33,94.4,0.062,877.5264
21/07/2010 01:30,27724,0.669,0,0.005,0,19.41,93.8,0,877.5503
21/07/2010 01:40,27725,0.807,0,0,0,19.45,92.4,0,877.5097
21/07/2010 01:50,27726,1.115,0,0.087,0,19.62,90.7,0,877.3943
21/07/2010 02:00,27727,1.217,0,0.22,0,19.58,91.7,1.23,877.2811
21/07/2010 02:10,27728,0.99,0,0.001,0,19.36,92.6,2.135,877.2477
21/07/2010 02:20,27729,1.184,0,0.007,0,19.41,92,1.733,877.0762
21/07/2010 02:30,27730,0.886,0,0.019,0,19.43,91.9,1.575,877.1006
21/07/2010 02:40,27731,0.624,0,0.032,0,19.47,90.9,0.545,876.9282
21/07/2010 02:50,27732,0.808,0,0.057,0,19.77,88.7,0,876.7896
21/07/2010 03:00,27733,0.773,0,0.003,0,19.9,89.3,0.19,876.7154
21/07/2010 03:10,27734,0.896,0,0.068,0,19.86,90.7,0.556,876.495
21/07/2010 03:20,27735,0.493,0,0,0,19.77,91.8,0.365,876.3716
21/07/2010 03:30,27736,0.147,0,0.001,0,19.67,93.3,0.348,876.2903
21/07/2010 03:40,27737,0.063,0,0.001,0,19.58,93.2,0.26,876.1428
21/07/2010 03:50,27738,0.188,0,0,0,19.34,92.7,1.898,876.012
21/07/2010 04:00,27739,0.406,0,0,0,19.2,93.3,2.636,875.8315
21/07/2010 04:10,27740,0.406,0,0,0,19.17,94.4,1.734,875.7261
21/07/2010 04:20,27741,0.406,0,0,0,19.13,94,0.527,875.7748
21/07/2010 04:30,27742,0.406,0,0.008,0,19.2,93.4,0.047,875.6436
21/07/2010 04:40,27743,0.654,0,0.134,0,19.25,93.8,0.429,875.5695
21/07/2010 04:50,27744,0.594,0,0.001,0,19.22,93.7,0,875.53
21/07/2010 05:00,27745,0.406,0,0,0,19.39,93.5,0,875.6191
21/07/2010 05:10,27746,0.406,0,0,0,19.37,93.4,0.008,875.579
21/07/2010 05:20,27747,0.55,0,0.118,0,19.22,94,1.277,875.6105
21/07/2010 05:30,27748,0.406,0,0,0,19.13,94.2,0.226,875.5867
21/07/2010 05:40,27749,0.406,0,0,0,19.18,94.5,0.22,875.6359
21/07/2010 05:50,27750,0.406,0,0.04,0,19.17,94.8,0,875.7833
21/07/2010 06:00,27751,0.406,0,0.025,0,19.22,95,0,875.9465
21/07/2010 06:10,27752,0.406,0,0.166,0,19.18,95.2,0,875.8813
21/07/2010 06:20,27753,0.406,0,0.072,0,19.06,95.6,0,876.0124
21/07/2010 06:30,27754,0.406,0,0.008,0,19.11,95.9,0,876.1102
21/07/2010 06:40,27755,0.406,0,0.009,0,19.07,95.5,0.008,876.0941
21/07/2010 06:50,27756,0.406,0,0.027,0,19.02,95.9,0.316,876.176
21/07/2010 07:00,27757,0.406,0.021,0.095,0.013,18.93,96.1,0.103,876.3147
21/07/2010 07:10,27758,0.406,0.441,0.398,0.053,18.85,96,0.523,876.2501
21/07/2010 07:20,27759,0.406,2.411,2.086,0.263,18.82,96.4,0.082,876.2649
21/07/2010 07:30,27760,0.151,5.938,5.116,0.77,18.8,96.3,0.191,876.2425
21/07/2010 07:40,27761,0.248,12.64,10.66,1.507,18.77,96.4,0.345,876.4047
21/07/2010 07:50,27762,1.377,22.01,18.62,2.338,18.77,96.3,0,876.454
21/07/2010 08:00,27763,29.46,39.79,30.52,3.237,18.84,96,0.021,876.4863
21/07/2010 08:10,27764,40.77,57.66,43.31,4.24,18.96,95.5,0.619,876.5531
21/07/2010 08:20,27765,68.3,76.92,52.93,5.084,19.23,94.7,0.335,876.5436
21/07/2010 08:30,27766,88.9,104.6,67.09,6.302,19.32,93.5,0.632,876.6757
21/07/2010 08:40,27767,70,115.4,76.22,7.568,19.71,91.7,0.101,876.6423
21/07/2010 08:50,27768,9.86,81.2,66.15,7.377,19.87,91.7,0.246,876.6915
21/07/2010 09:00,27769,7.942,135.4,110.7,8.25,19.74,92.5,0.222,876.6913
21/07/2010 09:10,27770,20.26,147.7,114.6,9.65,19.67,93.9,0.893,876.7078
21/07/2010 09:20,27771,186.2,367.1,232.1,14.65,19.98,92.2,0.853,876.6088
21/07/2010 09:30,27772,252.8,424.1,250.1,17.34,21.55,84,0.524,876.5687
21/07/2010 09:40,27773,105.4,292.9,192.9,15.42,20.81,87.9,1.361,876.5938
21/07/2010 09:50,27774,8.17,139.8,121.6,10.27,20.75,88.8,1.23,876.8392
21/07/2010 10:00,27775,182.5,365.8,226,18.97,20.47,85.4,1.738,876.8635
21/07/2010 10:10,27776,61.36,266.5,195.7,16.33,20.86,85.1,1.455,877.0511
21/07/2010 10:20,27777,4.921,193.3,169.6,12.95,20.76,85.6,0.856,877.0677
21/07/2010 10:30,27778,161.8,528.4,353,22.96,21.34,81.2,1.053,877.2229
21/07/2010 10:40,27779,170.8,551.1,358.9,27.08,22.53,80.2,1.515,877.1101
21/07/2010 10:50,27780,177.6,452.1,267.2,26.92,21.7,77.84,1.313,876.9388
21/07/2010 11:00,27781,362.9,609.2,297.1,31.21,22.24,78.04,1.615,876.987
21/07/2010 11:10,27782,153.7,488.7,312.3,26.25,21.86,79.47,2.666,877.0051
21/07/2010 11:20,27783,90.3,462.4,329.5,27.51,21.68,78.45,2.476,876.8441
21/07/2010 11:30,27784,95,502.6,365.2,28.62,21.89,80.2,2.202,876.8701
21/07/2010 11:40,27785,102.1,563.7,401.8,30.89,22.61,77.93,1.539,876.8601
21/07/2010 11:50,27786,49.69,576.5,450.5,33,22.73,73.87,1.029,876.9401
21/07/2010 12:00,27787,92.1,647,477.6,35.67,23.27,72.37,0.937,876.8593
21/07/2010 12:10,27788,159.1,759.3,510,40.12,23.49,73.91,1.29,876.8443
21/07/2010 12:20,27789,60.52,568.8,430.1,31.63,23.64,74.59,1.564,876.8743
21/07/2010 12:30,27790,20.21,556.2,448.6,32.6,22.97,76.43,2.874,876.8162
21/07/2010 12:40,27791,60.6,629.6,476.7,36.82,22.75,75.75,3.126,876.506
21/07/2010 12:50,27792,176.4,797.8,510.7,43.98,23.42,71.38,2.296,876.4077
21/07/2010 13:00,27793,76.26,590.5,439.1,34.72,24.44,69.95,0.809,876.4649
21/07/2010 13:10,27794,446.3,882,393.5,46.6,24.06,71.21,2.396,876.2273
21/07/2010 13:20,27795,131.7,489,305.1,32.44,24.02,69.34,1.338,876.1545
21/07/2010 13:30,27796,528,821,273,46.33,24.22,67.5,1.585,875.9733
21/07/2010 13:40,27797,706.7,953,251.4,52.11,24.73,64.87,2.267,875.8832
21/07/2010 13:50,27798,377.9,666.9,269,43.43,24.56,62.86,1.823,875.7612
21/07/2010 14:00,27799,187,548.7,314.9,36.43,25.53,64.05,1.229,875.4836
21/07/2010 14:10,27800,320.7,802,397.3,46.27,25.45,62.38,1.742,875.3597
21/07/2010 14:20,27801,17.18,463.5,383,30.78,25.75,61.97,1.064,875.0495
21/07/2010 14:30,27802,133.5,571.4,377.7,34.18,25.35,61.6,1.563,875.0002
21/07/2010 14:40,27803,165,644.5,398.4,39.2,25.46,60.1,1.894,874.9844
21/07/2010 14:50,27804,273.8,713.9,380.2,43.03,26.17,59.45,1.167,874.869
21/07/2010 15:00,27805,480.4,839,336.8,45.71,26.4,59.55,1.808,874.6894
21/07/2010 15:10,27806,450.5,786.9,315.2,45.04,26.03,59.89,2.408,874.3947
21/07/2010 15:20,27807,547.4,870,335,46.76,25.71,57.71,2.185,874.4195
21/07/2010 15:30,27808,379.9,801,394.3,43.45,26.49,54.82,1.784,874.2152
21/07/2010 15:40,27809,141.4,635.9,415.3,36.35,27.2,53.69,1.422,874.1166
21/07/2010 15:50,27810,58.93,528.8,394.5,31.26,26.59,55.74,2.031,874.0674
21/07/2010 16:00,27811,204.7,609.2,370.6,31.9,26.55,55.87,1.71,873.8472
21/07/2010 16:10,27812,11.81,339.7,283.4,20.97,26.79,54.95,1.228,873.7487
21/07/2010 16:20,27813,2.515,292.5,257,18.28,26.21,57.13,1.433,873.6581
21/07/2010 16:30,27814,3.895,298.5,260.8,18.09,26.87,52.8,0.135,873.4785
21/07/2010 16:40,27815,5.508,280.4,243.8,16.76,27.18,52.77,0.12,873.3313
21/07/2010 16:50,27816,5.004,258.8,226.4,15.77,27.29,56.18,0.417,873.25
21/07/2010 17:00,27817,5.303,262.7,226.5,16.19,26.86,54.51,0.255,872.9952
21/07/2010 17:10,27818,48.62,321.7,247.1,18.22,26.88,57.2,0.946,872.8405
21/07/2010 17:20,27819,18.77,334.8,275.6,19.68,26.76,54.82,0.557,872.6114
21/07/2010 17:30,27820,96,420,300.9,21.92,26.75,56.59,1.702,872.4476
21/07/2010 17:40,27821,4.821,289.5,245.6,16.29,26.6,58.19,1.664,872.5388
21/07/2010 17:50,27822,257.4,436.1,253.2,16.5,26.79,54.54,0.5,872.4309
21/07/2010 18:00,27823,104.9,283.7,199.9,12.46,27.32,54.75,0.913,872.333
21/07/2010 18:10,27824,15.51,161.9,136.2,8.87,27.35,54.51,0.116,872.3425
21/07/2010 18:20,27825,5.423,139.8,118.8,7.68,26.7,57.41,0.853,872.4399
21/07/2010 18:30,27826,31.86,165.3,131.2,7.905,26.71,56.49,0.301,872.4637
21/07/2010 18:40,27827,43.18,143.1,113.6,5.815,26.78,57.81,0.748,872.6443
21/07/2010 18:50,27828,47.53,98.3,74.42,3.161,26.24,64.16,1.228,872.5474
21/07/2010 19:00,27829,0.074,27.4,24.36,0.993,25.57,73.73,1.478,872.8237
21/07/2010 19:10,27830,0,15.61,12.91,0.899,23.29,78.2,2.37,873.0049
21/07/2010 19:20,27831,0.092,7.61,6.728,0.504,22.02,78.17,3.92,873.0698
21/07/2010 19:30,27832,1.103,5.435,5.008,0.391,21.22,79.74,3.394,873.2932
21/07/2010 19:40,27833,2.151,5.654,5.038,0.403,21.62,77.39,3.183,873.4269
21/07/2010 19:50,27834,0.235,4.912,4.37,0.335,21.59,81.8,2.856,873.45
21/07/2010 20:00,27835,0,3.705,3.327,0.243,20.98,83.6,3.138,873.5573
21/07/2010 20:10,27836,0,2.037,1.91,0.145,20.54,82.5,4.362,873.5831
21/07/2010 20:20,27837,0.068,0.688,0.742,0.075,20.65,81.5,4.516,873.4334
21/07/2010 20:30,27838,0,0.307,0.305,0.021,20.54,82.6,3.084,873.6553
21/07/2010 20:40,27839,0.201,0.168,0.312,0.004,20.72,82,2.511,873.8433
21/07/2010 20:50,27840,0,0.001,0.233,0,20.94,83.4,0.197,873.8927
21/07/2010 21:00,27841,0,0,0.288,0,21.33,81.8,0,873.9495
21/07/2010 21:10,27842,0,0,0.106,0,21.41,81.4,0,873.8597
21/07/2010 21:20,27843,0,0,0.253,0,21.61,80.7,0,874.0075
21/07/2010 21:30,27844,0.004,0,0.312,0,21.84,83.6,0.13,874.163
21/07/2010 21:40,27845,0.11,0,0.17,0,21.52,86.8,1.187,874.4083
21/07/2010 21:50,27846,0.15,0,0.01,0,21.25,84.7,1.082,874.6371
21/07/2010 22:00,27847,0.405,0,0.026,0,21.48,84.5,0.361,874.7275
21/07/2010 22:10,27848,0.393,0.007,0,0,21.48,86.1,1.105,874.8091
21/07/2010 22:20,27849,0.406,0,0,0,21.35,84.2,2.479,874.9978
