TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
03/01/2010 06:20,327,0,0,0,0.001,16.71,70.38,1.87,874.1868
03/01/2010 06:30,328,0,0,0,0,16.55,73.9,0.182,874.4331
03/01/2010 06:40,329,0,0,0.115,0.001,16.59,70.49,0.024,874.7351
03/01/2010 06:50,330,0,0.005,0.226,0.012,16.9,69.7,0,874.6807
03/01/2010 07:00,331,0,0.254,0.206,0.019,17.09,65.54,0.633,874.9583
03/01/2010 07:10,332,0,0.988,0.967,0.079,17.18,62.23,0,875.0215
03/01/2010 07:20,333,0,2.379,2.418,0.238,17.24,63.84,0,874.9594
03/01/2010 07:30,334,0,5.871,5.363,0.422,16.99,66.5,0.537,875.2447
03/01/2010 07:40,335,0,26.18,24.11,1.267,16.73,67.62,1.621,875.4069
03/01/2010 07:50,336,0,41.59,38.56,1.983,16.66,68.71,1.534,875.4016
03/01/2010 08:00,337,0.208,35.73,32.74,2.379,16.73,68.03,1.633,875.5497
03/01/2010 08:10,338,0.68,61.98,56.5,3.664,17.01,69.05,1.525,875.6798
03/01/2010 08:20,339,1.141,82.1,71.82,4.949,17.1,67.04,0.639,875.7112
03/01/2010 08:30,340,1.217,81.2,67.6,6.056,17.48,64.11,1.074,875.9968
03/01/2010 08:40,341,3.645,221.6,118.7,9.84,18.33,61.42,0.587,875.9377
03/01/2010 08:50,342,4.23,208.3,144.8,10.03,19.87,59.37,0.254,875.8247
03/01/2010 09:00,343,3.601,242.3,166.3,11.28,19.62,57.19,0.74,875.9629
03/01/2010 09:10,344,2.451,212.3,158,11.86,19.93,55.17,0.906,876.1108
03/01/2010 09:20,345,2.356,218,176.1,11.89,19.99,53.84,0.957,876.4385
03/01/2010 09:30,346,2.927,260,204.6,14.13,20.35,50.64,0.403,876.3642
03/01/2010 09:40,347,4.92,353.7,252.4,17.46,21.34,49.1,0.798,876.184
03/01/2010 09:50,348,2.317,229.9,201.4,13.5,20.94,50.06,0.729,876.1838
03/01/2010 10:00,349,0.329,209.7,189.5,13.45,20.68,51.12,0.814,876.0196
03/01/2010 10:10,350,3.529,374.7,203,20.77,21.02,49.31,0.816,875.8649
03/01/2010 10:20,351,5.712,459.7,247.4,24.69,21.75,46.72,1.143,875.8812
03/01/2010 10:30,352,5.414,425.9,273.9,22.5,21.99,47.29,0.797,875.8293
03/01/2010 10:40,353,4.221,365.4,276.6,20.7,21.98,48.65,0.937,876.0134
03/01/2010 10:50,354,3.99,489.4,283.9,26.73,21.76,45.79,1.214,875.7325
03/01/2010 11:00,355,9.6,681.3,292.9,34.57,22.67,45.14,0.987,875.6937
03/01/2010 11:10,356,7.423,629.6,368,31.54,22.69,45.72,1.975,875.5748
03/01/2010 11:20,357,0.053,251.6,228,15.74,22.06,46.29,1.579,875.5943
03/01/2010 11:30,358,0,274.3,258.5,16.89,21.9,46.12,1.231,875.4246
03/01/2010 11:40,359,0,210.7,196.2,13.41,21.76,47.56,1.657,875.2435
03/01/2010 11:50,360,0.032,262.2,243.5,16.44,21.54,48,1.954,875.2394
03/01/2010 12:00,361,0.894,299.3,278.1,18.02,21.68,47.87,2.08,875.0994
03/01/2010 12:10,362,0.147,218.1,201.5,14,21.58,47.32,2.57,874.9915
03/01/2010 12:20,363,1.616,311.4,279.3,19.15,21.62,47.26,2.923,874.8718
03/01/2010 12:30,364,2.58,334.7,308.3,20.71,21.74,46.64,2.64,874.7033
03/01/2010 12:40,365,2.883,342.2,310.1,20.74,21.88,47.77,1.983,874.6677
03/01/2010 12:50,366,4.1,338.5,309.6,20.58,22.46,46.3,1.45,874.5609
03/01/2010 13:00,367,6.405,496.3,398,28.57,22.38,44.83,1.978,874.3429
03/01/2010 13:10,368,7.527,582.2,424.4,32.62,22.34,44.69,2.835,874.0548
03/01/2010 13:20,369,8.11,544.5,400.9,30.86,22.73,43.94,1.842,873.9421
03/01/2010 13:30,370,6.418,521.3,328.1,29.62,22.65,44.66,2.143,873.7888
03/01/2010 13:40,371,10.43,659,327.7,33.57,22.91,43.43,2.656,873.5042
03/01/2010 13:50,372,8.95,561.8,350.4,30.07,23,41.55,2.403,873.3972
03/01/2010 14:00,373,10.84,602.2,360.3,30.12,23.57,40.12,2.367,873.2414
03/01/2010 14:10,374,7.211,436.9,357.5,24.59,23.75,40.91,2.126,873.2826
03/01/2010 14:20,375,4.181,432.5,347.8,24.58,23.11,40.8,2.218,873.1025
03/01/2010 14:30,376,6.064,463.7,345.9,24.96,23.35,40.22,2.356,872.8887
03/01/2010 14:40,377,6.184,367.6,310,20.55,23.51,42.92,2.012,872.677
03/01/2010 14:50,378,7.424,445.9,308.5,21.75,23.17,42.24,4.009,872.6034
03/01/2010 15:00,379,71.65,562,276.7,25.19,23.71,41.01,2.605,872.775
03/01/2010 15:10,380,410.3,456.2,175.1,22.82,23.81,41.38,3.002,872.4969
03/01/2010 15:20,381,727.7,625.3,200.1,26.7,24.08,41.21,2.46,872.5461
03/01/2010 15:30,382,207.9,526.7,166.2,23.26,24.14,41.45,2.82,872.4317
03/01/2010 15:40,383,11.85,343.8,130.9,17.42,23.7,40.36,2.665,872.3333
03/01/2010 15:50,384,12.37,524.9,175.8,20.19,24.31,39.75,2.402,872.464
03/01/2010 16:00,385,8.2,319.2,192.7,15.85,24.16,41.62,3.051,872.3583
03/01/2010 16:10,386,2.032,199.3,166.5,11.3,23.68,43.16,2.565,872.3984
03/01/2010 16:20,387,0.55,214.2,151.4,9.81,23.48,42.07,3.38,872.3832
03/01/2010 16:30,388,2.539,210.6,153.9,9.35,23.68,42.71,3.381,872.513
03/01/2010 16:40,389,0.689,152.6,115.4,7.477,23.43,41.9,2.788,872.5382
03/01/2010 16:50,390,0.328,106.4,88.4,6.372,23.48,42.54,2.363,872.5787
03/01/2010 17:00,391,0,61.16,55.9,4.978,23.29,43.53,1.848,872.7509
03/01/2010 17:10,392,0,67.93,62.55,4.406,23.24,42.48,2.217,872.8306
03/01/2010 17:20,393,0,57.69,53.47,3.247,23.26,43.43,1.765,872.8531
03/01/2010 17:30,394,0,55.62,50.75,2.907,23.11,43.84,2.525,873.0701
03/01/2010 17:40,395,0,38.53,34.72,2.094,22.99,43.44,2.272,873.1014
03/01/2010 17:50,396,0,31.87,22.8,1.525,22.93,43.71,2.593,873.073
03/01/2010 18:00,397,0,17.68,14.69,0.946,22.87,44.56,2.045,873.2089
03/01/2010 18:10,398,0,7.673,6.687,0.475,22.76,45.18,1.181,873.2115
03/01/2010 18:20,399,0,2.218,1.999,0.163,22.69,45.28,0.322,873.3904
03/01/2010 18:30,400,0,0.264,0.378,0.03,22.68,45.48,0.078,873.4587
03/01/2010 18:40,401,0,0,0.312,0.017,22.48,46.54,0.12,873.5861
03/01/2010 18:50,402,0,0,0.073,0.007,22.41,46.79,0,873.6957
03/01/2010 19:00,403,0,0,0.008,0.005,22.36,48.25,0,873.7392
03/01/2010 19:10,404,0,0,0,0.005,22.04,50.88,0,873.7368
03/01/2010 19:20,405,0,0,0,0.005,21.68,50.84,0,873.9406
03/01/2010 19:30,406,0,0,0,0.003,21.42,52.38,0.109,873.9915
03/01/2010 19:40,407,0,0,0,0.004,21.16,52,0.776,874.2861
03/01/2010 19:50,408,0,0,0,0.005,20.79,54.05,1.828,874.2771
03/01/2010 20:00,409,0,0,0,0.003,20.44,55.45,1.881,874.3088
03/01/2010 20:10,410,0,0,0,0.004,20.29,54.73,1.468,874.3434
03/01/2010 20:20,411,0,0,0,0.002,20.37,54.29,1.678,874.498
03/01/2010 20:30,412,0,0,0.005,0.004,20.45,53.98,1.761,874.7441
03/01/2010 20:40,413,0,0,0.001,0.006,20.41,55.65,1.858,874.7684
03/01/2010 20:50,414,0,0,0,0.002,20.08,55.89,1.269,874.9231
03/01/2010 21:00,415,0,0,0,0.001,20.32,55.07,1.463,875.1285
03/01/2010 21:10,416,0,0,0,0.003,20.37,56.3,1.724,875.3336
03/01/2010 21:20,417,0,0,0,0.004,19.95,58.65,2.017,875.472
03/01/2010 21:30,418,0,0,0,0.004,19.46,59.2,2.184,875.6443
03/01/2010 21:40,419,0,0,0.007,0.005,19.57,58.93,1.92,875.7662
03/01/2010 21:50,420,0,0,0,0.003,19.4,59.81,1.884,875.881
03/01/2010 22:00,421,0,0,0,0.002,19.54,59.23,1.358,875.7017
03/01/2010 22:10,422,0,0,0,0.003,19.49,59.1,1.404,875.6519
03/01/2010 22:20,423,0,0,0,0.003,19.49,59.47,1.638,875.7012
03/01/2010 22:30,424,0,0,0,0.002,19.02,61.65,2.036,875.7917
03/01/2010 22:40,425,0,0,0,0.001,18.96,60.73,1.68,875.8889
03/01/2010 22:50,426,0,0,0,0.002,19.11,58.65,1.808,875.8326
03/01/2010 23:00,427,0,0,0,0.002,19.24,57.7,1.426,875.9054
03/01/2010 23:10,428,0,0,0,0,19.44,56.3,0.747,875.8648
03/01/2010 23:20,429,0,0,0,0.001,19.31,55.92,2.065,875.8727
03/01/2010 23:30,430,0,0,0,0.001,19.44,53.5,1.634,875.7668
03/01/2010 23:40,431,0,0,0,0.003,19.65,52.31,0.322,875.8318
03/01/2010 23:50,432,0,0.002,0,0.002,19.64,52.24,0.965,875.8818
04/01/2010 00:00,433,0,0,0,0.001,19.54,52,1.495,875.7905
04/01/2010 00:10,434,0,0,0,0.002,19.54,52.96,1.905,875.7743
04/01/2010 00:20,435,0,0,0,0.003,19.45,54.32,1.935,875.603
04/01/2010 00:30,436,0,0,0,0.002,19.31,55.24,1.227,875.6198
04/01/2010 00:40,437,0,0,0,0.002,19.38,53.3,1.313,875.5781
04/01/2010 00:50,438,0,0,0,0.002,19.35,54.36,1.589,875.3983
04/01/2010 01:00,439,0,0,0,0.002,19.22,50.98,1.981,875.5283
04/01/2010 01:10,440,0,0,0,0.004,19.39,53.78,1.924,875.2025
04/01/2010 01:20,441,0,0,0,0.003,18.96,53.06,1.703,875.2266
04/01/2010 01:30,442,0,0,0,0.002,18.81,52.69,1.242,875.3904
04/01/2010 01:40,443,0,0,0,0.002,18.75,54.02,0.016,875.381
04/01/2010 01:50,444,0,0,0.106,0.002,18.72,52.48,0.21,875.3084
04/01/2010 02:00,445,0,0,0.288,0.002,18.83,53.64,1.141,875.2425
04/01/2010 02:10,446,0,0,0.149,0.001,18.78,55.65,0.011,875.1201
04/01/2010 02:20,447,0,0,0,0.001,18.46,54.8,0.859,875.2348
04/01/2010 02:30,448,0,0,0,0.002,18.22,56.33,1.349,875.1696
04/01/2010 02:40,449,0,0,0,0.003,17.92,55.35,1.831,875.2184
04/01/2010 02:50,450,0,0.038,0,0.002,18.44,55.24,2.121,875.3903
04/01/2010 03:00,451,0,0,0,0.003,18.14,55.52,2.296,875.3322
04/01/2010 03:10,452,0,0,0,0.001,18.03,56.74,2.244,875.3656
04/01/2010 03:20,453,0,0,0,0.001,17.84,57.15,1.731,875.2922
04/01/2010 03:30,454,0,0,0,0.001,17.88,57.12,1.56,875.2592
04/01/2010 03:40,455,0,0,0,0.001,17.98,57.94,1.701,875.1773
04/01/2010 03:50,456,0,0,0,0.004,17.72,58.93,1.626,875.2512
04/01/2010 04:00,457,0,0,0,0.003,17.66,60.87,1.485,875.4068
04/01/2010 04:10,458,0,0,0,0.001,17.39,61.86,1.739,875.1929
04/01/2010 04:20,459,0,0,0,0,17.02,62.23,2.049,875.2023
04/01/2010 04:30,460,0,0,0,0.001,17.21,61.86,1.518,875.235
04/01/2010 04:40,461,0,0,0,0.001,17.29,61.82,1.795,875.4905
04/01/2010 04:50,462,0,0,0,0.001,17.04,63.26,1.695,875.4167
04/01/2010 05:00,463,0,0,0,0.001,17.18,61.86,1.297,875.6117
04/01/2010 05:10,464,0,0,0,0.002,17.54,57.53,0.949,875.611
04/01/2010 05:20,465,0,0,0,0.004,17.58,62.95,1.127,875.5049
04/01/2010 05:30,466,0,0,0,0.001,16.75,64.21,2.236,875.513
04/01/2010 05:40,467,0,0,0,0,16.68,63.43,2.458,875.5289
04/01/2010 05:50,468,0,0,0,0,16.93,59.61,1.435,875.5583
04/01/2010 06:00,469,0,0,0,0,16.92,65.88,1.122,875.7429
04/01/2010 06:10,470,0,0,0,0,16.18,63.29,1.79,875.7209
04/01/2010 06:20,471,0,0,0,0,16.21,64.32,0.744,875.9133
04/01/2010 06:30,472,0,0,0,0.001,15.83,65.03,2.149,875.9376
04/01/2010 06:40,473,0,0,0,0.002,15.8,65.89,2.039,876.062
04/01/2010 06:50,474,0,0.005,0.05,0.01,15.95,65.48,2.206,876.3564
04/01/2010 07:00,475,0.027,0.287,0.277,0.019,16.19,64.11,1.538,876.4597
04/01/2010 07:10,476,0.275,1.463,1.334,0.068,16.43,62,1.308,876.5961
04/01/2010 07:20,477,0.333,5.612,5.127,0.277,16.72,63.74,1.309,876.7791
04/01/2010 07:30,478,0,16.37,14.81,0.748,15.92,66.19,2.475,876.9119
04/01/2010 07:40,479,0,35.07,31.38,1.458,15.88,64.11,2.209,877.0414
04/01/2010 07:50,480,0.33,48.17,41.53,2.126,16.21,63.98,2.164,877.2783
04/01/2010 08:00,481,0.679,77.34,67.83,3.404,16.32,63.91,2.269,877.3345
04/01/2010 08:10,482,0.975,96.3,83.1,4.483,16.59,62.44,2.306,877.4465
04/01/2010 08:20,483,1.353,107.5,84.5,5.18,17,61.42,1.81,877.677
04/01/2010 08:30,484,2.055,145.5,106.1,7.08,17.63,58.41,0.346,877.7723
04/01/2010 08:40,485,2.173,132.1,105.3,7.218,18.58,60.29,0.16,877.9457
04/01/2010 08:50,486,2.367,214.4,150,10.56,18.27,57.73,0.273,877.8451
04/01/2010 09:00,487,2.482,182.8,135,9.07,19.43,55.52,0.033,877.9365
04/01/2010 09:10,488,0.344,152.6,107.9,9.48,18.92,59.78,0.389,878.1644
04/01/2010 09:20,489,3.152,324,171.3,14.53,19.1,54.12,0.591,878.2955
04/01/2010 09:30,490,3.379,323.7,165.2,15.19,20.08,54.53,0.762,878.2634
04/01/2010 09:40,491,2.359,311.8,170.3,15.62,19.77,52.14,1.162,878.4098
04/01/2010 09:50,492,4.039,451,191.7,20.64,20.48,47.2,0.957,878.2144
04/01/2010 10:00,493,4.5,499.8,206.6,23.26,21.02,45.18,1.225,878.1309
04/01/2010 10:10,494,2.317,422.4,205.7,20.77,20.75,47.57,1.9,878.1793
04/01/2010 10:20,495,1.724,474.8,204.9,23.25,20.59,45.18,1.608,878.1172
04/01/2010 10:30,496,2.543,488.5,228.3,23.95,20.94,45.21,1.879,877.9128
04/01/2010 10:40,497,3.151,482,262.2,24.19,21.17,45.55,1.829,877.8824
04/01/2010 10:50,498,2.318,525.1,251.3,26.53,20.98,44.97,2.374,877.8076
04/01/2010 11:00,499,4.116,555.9,287.6,28.11,21.12,44.87,1.962,877.8112
04/01/2010 11:10,500,3.315,456,266.4,24.14,21.44,43.88,1.382,877.7032
04/01/2010 11:20,501,1.925,442.1,270.9,24.15,21.36,46.2,2.754,877.4501
04/01/2010 11:30,502,1.197,470.2,229.3,25.18,20.94,46.09,2.983,877.3417
04/01/2010 11:40,503,5.388,636.9,210.1,31.97,21.41,43.19,3.209,877.3411
04/01/2010 11:50,504,6.388,599.7,227.9,31.19,21.56,43.23,2.256,877.3173
04/01/2010 12:00,505,9.08,674.5,243.5,33.9,21.89,40.74,1.742,877.1141
04/01/2010 12:10,506,10.1,630.8,235.7,32.29,22.6,40.16,1.169,876.9786
04/01/2010 12:20,507,23.54,734.6,245.7,35.93,22.17,40.91,2.45,876.7232
04/01/2010 12:30,508,259.3,512.5,263.3,27.38,22.13,41.83,1.904,876.5879
04/01/2010 12:40,509,250.3,507.7,277.3,28.15,22.25,40.74,2.163,876.4653
04/01/2010 12:50,510,59.27,617.6,247.4,32.56,22.5,39.82,2.225,876.3741
04/01/2010 13:00,511,13.51,750.2,304.8,36.78,23.26,36.51,1.175,876.1131
04/01/2010 13:10,512,10.07,529.3,311.2,28.04,23.32,37.8,2.643,876.1946
04/01/2010 13:20,513,9.2,696,328.4,35.47,23.27,36.44,1.777,876.007
04/01/2010 13:30,514,10.48,688,284,35.17,23.62,35.49,1.791,875.9325
04/01/2010 13:40,515,10.99,653.6,267.6,33.39,23.88,37.5,2.238,875.7375
04/01/2010 13:50,516,6.942,664.4,267.9,33.41,23.15,37.19,3.136,875.6216
04/01/2010 14:00,517,8.53,675.6,274.6,33.62,23.47,36.61,2.041,875.4509
04/01/2010 14:10,518,6.739,663.3,277.4,32.62,23.5,33.51,2.698,875.2529
04/01/2010 14:20,519,11.19,675,258.4,32.73,24.95,31.91,1.268,875.1639
04/01/2010 14:30,520,9.09,666.2,244.9,31.92,24.25,33.44,2.667,874.9592
04/01/2010 14:40,521,9.53,616.3,260.6,29.47,24.74,31.67,1.809,874.7796
04/01/2010 14:50,522,9.79,533.5,238.6,26.05,25.19,31.87,1.435,874.7222
04/01/2010 15:00,523,7.087,412.3,243.9,21.36,24.88,31.94,1.365,874.6898
04/01/2010 15:10,524,4.947,516.9,259.5,24.72,24.51,31.33,2.779,874.6809
04/01/2010 15:20,525,7.688,541.3,227.7,24.6,24.92,29.42,2.018,874.6489
04/01/2010 15:30,526,9.4,436,209.5,20.58,25.51,28.53,0.889,874.5346
04/01/2010 15:40,527,9.63,437.5,221.3,20,25.68,28.81,0.995,874.6492
04/01/2010 15:50,528,8.89,421.9,211.1,18.85,25.39,29.11,1.796,874.5338
04/01/2010 16:00,529,8.41,425.7,182.2,18.12,25.38,28.19,0.949,874.4764
04/01/2010 16:10,530,7.809,347.9,158.3,15.47,25.47,27.65,1.613,874.5186
04/01/2010 16:20,531,8.87,359.2,163.7,14.3,26.13,26.76,0.6,874.4842
04/01/2010 16:30,532,10.06,384.7,177.6,12.92,26.26,26.08,1.014,874.5182
04/01/2010 16:40,533,8.68,363.3,180,11.26,26,26.93,1.248,874.3047
04/01/2010 16:50,534,9.27,305.9,150.7,9.26,26.44,25.02,0.176,874.3378
04/01/2010 17:00,535,8.33,244.4,132.6,7.548,26.66,26.08,0.681,874.3955
04/01/2010 17:10,536,5.902,169.5,94.2,5.662,26.37,26.59,0.429,874.5013
04/01/2010 17:20,537,4.585,122.1,66.29,3.754,26.12,28.87,0.147,874.5506
04/01/2010 17:30,538,4.904,126.5,72.24,3.049,25.95,28.74,0.141,874.6816
04/01/2010 17:40,539,3.722,103.3,70.7,2.483,25.6,30.17,0.619,874.5755
04/01/2010 17:50,540,0.541,38.23,29.71,1.612,24.93,30.99,0.316,874.649
04/01/2010 18:00,541,0,10.24,8.4,0.855,24.39,31.23,0.491,874.7624
04/01/2010 18:10,542,0,8.18,7.053,0.401,24.31,30.51,0.266,874.7471
04/01/2010 18:20,543,0,2.925,2.77,0.147,24.48,28.77,0.268,874.7147
04/01/2010 18:30,544,0,0.271,0.402,0.029,24.41,33.34,0.251,874.8909
04/01/2010 18:40,545,0,0,0,0.013,23.59,34.54,1.275,874.9561
04/01/2010 18:50,546,0,0,0,0.005,23.07,36.62,1.104,875.0919
04/01/2010 19:00,547,0,0,0,0.003,22.83,37.91,2.203,875.1053
04/01/2010 19:10,548,0,0,0,0.004,22.43,40.81,2.092,875.3038
04/01/2010 19:20,549,0,0.001,0.018,0.005,22.41,37.64,1.621,875.3552
04/01/2010 19:30,550,0,0.003,0.264,0.006,22.7,38.6,1.582,875.6099
04/01/2010 19:40,551,0,0,0.21,0.006,22.6,37.51,0.829,875.8015
04/01/2010 19:50,552,0,0,0.24,0.006,22.57,37.92,1.225,875.9072
04/01/2010 20:00,553,0,0,0.283,0.006,22.39,39.14,2.312,876.3091
04/01/2010 20:10,554,0,0,0.001,0.003,22.04,40.1,2.626,876.452
04/01/2010 20:20,555,0,0,0,0.004,21.94,39.56,1.601,876.4124
04/01/2010 20:30,556,0,0,0.012,0.004,21.8,39.76,1.667,876.5203
04/01/2010 20:40,557,0,0,0.002,0.004,21.63,40.14,1.654,876.6949
04/01/2010 20:50,558,0,0,0.01,0.004,21.48,39.8,1.204,876.9442
04/01/2010 21:00,559,0,0,0,0.004,21.47,39.11,0.536,877.182
04/01/2010 21:10,560,0,0,0,0.005,21.31,38.77,1.663,877.1332
04/01/2010 21:20,561,0,0,0,0.006,21.41,38.87,2.078,877.5102
04/01/2010 21:30,562,0,0,0,0.003,21.25,38.57,1.375,877.5758
04/01/2010 21:40,563,0,0,0.096,0.005,21.28,37.65,1.441,877.6905
04/01/2010 21:50,564,0,0,0.197,0.005,21.15,39.83,2.489,877.7062
04/01/2010 22:00,565,0,0,0.026,0.004,20.98,38.43,0.934,877.9757
04/01/2010 22:10,566,0.005,0,0.01,0.004,20.76,41.43,2.641,878.0747
04/01/2010 22:20,567,0,0,0,0.004,20.18,41.84,3.547,878.0501
04/01/2010 22:30,568,0,0,0.001,0.004,19.99,42.28,3.74,878.0839
04/01/2010 22:40,569,0,0,0.001,0.003,19.88,42.32,3.765,878.4583
04/01/2010 22:50,570,0,0,0,0.004,19.56,43.14,3.531,878.3203
04/01/2010 23:00,571,0,0,0,0.003,19.2,43.31,4.52,878.5992
04/01/2010 23:10,572,0,0,0.001,0.002,18.96,43.38,3.89,878.639
04/01/2010 23:20,573,0,0,0.073,0.002,18.88,43.44,3.18,878.9263
04/01/2010 23:30,574,0,0,0.114,0.003,18.82,43.65,3.345,879.0405
04/01/2010 23:40,575,0,0,0.004,0.003,18.67,43.41,2.775,879.0811
04/01/2010 23:50,576,0,0,0,0.001,18.57,43.41,1.858,879.2128
05/01/2010 00:00,577,0,0,0.027,0.002,18.49,43.48,2.73,879.2036
05/01/2010 00:10,578,0,0,0,0,18.36,43.27,2.466,879.2452
05/01/2010 00:20,579,0,0,0.002,0.001,18.27,43.55,1.991,879.3103
05/01/2010 00:30,580,0,0,0,0,18.09,43.72,2.296,879.3349
05/01/2010 00:40,581,0,0,0.017,0.001,17.96,43.17,2.283,879.2855
05/01/2010 00:50,582,0.01,0,0.044,0.001,17.9,43.34,1.729,879.2861
05/01/2010 01:00,583,0,0,0,0,17.76,44.74,1.791,879.2689
05/01/2010 01:10,584,0,0,0,0,17.56,44.71,2.01,879.2693
05/01/2010 01:20,585,0.001,0,0,0.001,17.63,44.74,2.168,879.3517
05/01/2010 01:30,586,0.024,0,0,0.001,17.77,44.19,1.748,879.3924
05/01/2010 01:40,587,0.009,0,0,0.003,17.45,44.67,1.652,879.3182
05/01/2010 01:50,588,0,0,0,0,17.36,46.17,1.351,879.2776
05/01/2010 02:00,589,0,0,0,0,17.19,47.06,0.993,879.2283
05/01/2010 02:10,590,0,0,0,0.001,16.83,48.08,1.48,879.302
05/01/2010 02:20,591,0,0,0,0.001,16.66,49.51,0.932,879.0153
05/01/2010 02:30,592,0,0,0,0.001,16.56,49.24,0.459,879.0075
05/01/2010 02:40,593,0,0,0,0,16.43,50.91,1.019,879.007
05/01/2010 02:50,594,0.023,0.002,0,0.001,16.04,49.65,2.011,878.8226
05/01/2010 03:00,595,0.063,0,0,0.001,16.07,51.39,2.15,879.0203
05/01/2010 03:10,596,0.024,0,0,0.001,15.89,49.18,1.994,879.0917
05/01/2010 03:20,597,0.337,0,0,0.001,16.12,49.35,1.881,879.1266
05/01/2010 03:30,598,0.406,0,0,0.001,16.09,47.95,2.286,879.1779
05/01/2010 03:40,599,0.193,0,0,0,16.07,48.7,1.635,879.166
05/01/2010 03:50,600,0.024,0,0,0,15.92,49.01,1.923,879.2133
05/01/2010 04:00,601,0,0,0,0,15.74,49.38,1.788,879.1884
05/01/2010 04:10,602,0,0,0,0,15.74,49.72,0.967,879.2068
05/01/2010 04:20,603,0,0,0,0,15.8,50.37,0.024,879.1502
05/01/2010 04:30,604,0,0,0,0,15.56,51.06,0.345,879.2015
05/01/2010 04:40,605,0,0,0,0,15.61,50.2,0,879.2856
05/01/2010 04:50,606,0,0,0,0,15.55,51.54,0.6,879.3255
05/01/2010 05:00,607,0,0,0,0,15.22,52.8,0.582,879.3293
05/01/2010 05:10,608,0,0,0,0,14.99,52.49,0.96,879.3365
05/01/2010 05:20,609,0,0,0,0,14.93,51.95,0.965,879.5342
05/01/2010 05:30,610,0.047,0,0,0.001,15.17,52.67,1.163,879.5452
05/01/2010 05:40,611,0.044,0,0,0,15.05,51.92,1.354,879.5726
05/01/2010 05:50,612,0.014,0,0,0,15.08,52.16,1.441,879.4845
05/01/2010 06:00,613,0.034,0,0,0,15.01,53.66,1.081,879.6924
05/01/2010 06:10,614,0,0,0,0,14.64,54.82,1.747,879.6773
05/01/2010 06:20,615,0,0,0,0,14.46,58.3,1.728,879.5691
05/01/2010 06:30,616,0,0,0,0.001,14.3,56.18,0.636,879.6166
05/01/2010 06:40,617,0,0,0,0.001,14.39,55.64,0.622,879.5597
05/01/2010 06:50,618,0.007,0,0,0.003,14.46,55.06,1.118,879.9146
05/01/2010 07:00,619,0.119,0.255,0.104,0.018,14.43,58.13,1.646,880.0128
05/01/2010 07:10,620,0.123,1.752,1.558,0.09,14.24,56.8,1.741,880.0212
05/01/2010 07:20,621,0,7.053,6.415,0.253,14.28,58.23,0.336,880.0623
05/01/2010 07:30,622,0,15.53,14.09,0.628,14.29,57.72,0.182,880.152
05/01/2010 07:40,623,0.733,34.18,28.47,1.377,14.54,54.17,0.868,880.2917
05/01/2010 07:50,624,1.225,51.8,47.16,2.474,14.85,53.39,1.363,880.4614
05/01/2010 08:00,625,1.971,86,70.79,3.668,14.96,54.58,1.354,880.601
05/01/2010 08:10,626,3.739,93.3,75.06,4.441,15.44,54.14,0.114,880.5998
05/01/2010 08:20,627,4.925,135.8,117.8,6.566,16.11,52.36,0,880.7413
05/01/2010 08:30,628,5.539,157,138.6,7.616,16.77,47.89,0.043,880.775
05/01/2010 08:40,629,4.774,145.4,129.7,7.212,16.68,49.97,0.322,880.7635
05/01/2010 08:50,630,4.503,144.7,130.2,7.796,16.81,47.61,0.164,880.9734
05/01/2010 09:00,631,6.649,234.4,184,11.32,16.91,47.16,0.818,881.0862
05/01/2010 09:10,632,6.982,270,216.2,13.42,16.96,45.87,1.348,881.1964
05/01/2010 09:20,633,11.94,359.3,259.7,16.56,17.76,42.01,0.474,881.227
05/01/2010 09:30,634,12.46,321.2,265.9,15.92,18.27,42.56,1.2,881.3738
05/01/2010 09:40,635,5.797,245.3,218,13.22,17.77,43.51,1.633,881.5043
05/01/2010 09:50,636,2.353,217.1,201.1,12.45,17.75,44.54,1.264,881.5366
05/01/2010 10:00,637,3.459,278,245.7,15.56,17.95,43.92,1.783,881.4952
05/01/2010 10:10,638,3.816,306.1,278.5,17.09,17.69,43.03,1.847,881.3642
05/01/2010 10:20,639,4.76,278.6,255.5,15.75,18.29,43.58,1.137,881.3078
05/01/2010 10:30,640,2.193,247.4,226.5,14.39,18.23,43.41,2.187,881.2827
05/01/2010 10:40,641,1.305,258.8,239.3,15.3,17.98,43.21,1.756,881.3073
05/01/2010 10:50,642,2.919,326.9,294.8,18.87,18.05,41.77,1.9,881.3397
05/01/2010 11:00,643,4.324,374.5,332.8,21.3,18.17,41.02,2.645,881.2263
05/01/2010 11:10,644,3.499,361.9,327.2,20.96,18.41,41.36,2.873,881.2162
05/01/2010 11:20,645,3.858,378.1,340.7,22.1,18.65,40.48,1.822,881.0208
05/01/2010 11:30,646,6.745,459.4,383,26.11,18.81,39.28,2.041,880.9225
05/01/2010 11:40,647,11.77,580.2,421.9,31.49,19.66,37.58,1.461,880.5958
05/01/2010 11:50,648,10.51,516.9,398.4,28.83,19.56,36.97,1.519,880.3812
