TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,
TS,,W/m2,,,,Deg C,%,meters/second,mbar,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,
22/08/2011 00:10,33353,0.401,0,0.267,0.002,21.53,76.92,0.008,875.8321,
22/08/2011 00:20,33354,0.773,0,0,0.002,21.43,76.95,0.804,875.5289,
22/08/2011 00:30,33355,0.11,0,0.037,0,20.94,85.1,1.2,875.1925,
22/08/2011 00:40,33356,0.451,0,0.018,0,20.55,86.9,0,875.1047,
22/08/2011 00:50,33357,1.169,0,0.022,0,20.67,84.7,0.276,875.0053,
22/08/2011 01:00,33358,1.204,0,0.149,0,20.85,84.6,0.312,874.8163,
22/08/2011 01:10,33359,1.204,0,0,0,20.58,86.4,0.102,874.6365,
22/08/2011 01:20,33360,1.203,0,0,0,20.21,87,0.583,874.7198,
22/08/2011 01:30,33361,1.195,0,0.001,0,20.31,86.1,0.054,874.9597,
22/08/2011 01:40,33362,1.202,0,0,0,20.3,85.5,0,874.897,
22/08/2011 01:50,33363,1.204,0,0.213,0,20.41,83.1,0,875.3409,
22/08/2011 02:00,33364,1.204,0,0.342,0,20.51,87.9,0.421,875.3165,
22/08/2011 02:10,33365,1.05,0,0.037,0,20.19,89.4,0.097,875.3972,
22/08/2011 02:20,33366,0.866,0,0.177,0,20.27,89.1,0,875.3844,
22/08/2011 02:30,33367,1.18,0,0.327,0,20.42,88.7,0,875.0782,
22/08/2011 02:40,33368,0.986,0,0.075,0,20.46,88.7,0,875.1194,
22/08/2011 02:50,33369,1.104,0,0,0,20.36,87.2,0,875.1588,
22/08/2011 03:00,33370,1.197,0,0,0,20.42,87.8,0,875.0267,
22/08/2011 03:10,33371,0.509,0,0,0,20.01,89.6,0.765,874.8893,
22/08/2011 03:20,33372,0.401,0,0,0,19.61,89.3,1.211,874.8088,
22/08/2011 03:30,33373,0.824,0,0,0,19.68,87.7,2.07,874.7017,
22/08/2011 03:40,33374,0.74,0,0,0,19.66,88.3,1.803,874.5395,
22/08/2011 03:50,33375,1.157,0,0,0,19.88,84.1,1.025,874.4818,
22/08/2011 04:00,33376,1.132,0,0.068,0,20.27,84.6,0,874.5771,
22/08/2011 04:10,33377,0.939,0,0.046,0,20.28,85.8,0,874.5127,
22/08/2011 04:20,33378,1.102,0,0.11,0,20.25,85.9,0,874.3588,
22/08/2011 04:30,33379,0.792,0,0,0,20.39,86.1,0.044,874.1055,
22/08/2011 04:40,33380,0.439,0,0,0,20.13,87.1,0.044,874.0804,
22/08/2011 04:50,33381,0.401,0,0,0,20.16,87,0,874.0154,
22/08/2011 05:00,33382,0.401,0,0,0,20.14,88.6,0,873.9063,
22/08/2011 05:10,33383,0.401,0,0,0,19.91,88.8,0.127,873.9653,
22/08/2011 05:20,33384,0.401,0,0,0,19.82,88.8,0.375,874.0199,
22/08/2011 05:30,33385,0.441,0,0,0,19.82,86.9,0.928,873.937,
22/08/2011 05:40,33386,0.669,0,0,0,20.02,85.4,0.935,874.0318,
22/08/2011 05:50,33387,0.401,0,0,0,20.16,84.4,0,874.0563,
22/08/2011 06:00,33388,0.401,0,0,0,20.02,85.7,0.7,874.0862,
22/08/2011 06:10,33389,0.401,0,0,0,20.03,86.5,0,874.2818,
22/08/2011 06:20,33390,0.393,0,0,0,19.81,85.5,0,874.5059,
22/08/2011 06:30,33391,0.384,0,0,0,19.85,84,0,874.5515,
22/08/2011 06:40,33392,0.4,0,0,0,19.96,84.8,0,874.6619,
22/08/2011 06:50,33393,0.401,0,0,0,19.93,85.1,0,874.6288,
22/08/2011 07:00,33394,0.39,0,0,0,19.89,85.3,0,874.5306,
22/08/2011 07:10,33395,0.401,0.007,0.083,0.017,19.83,83.8,0,874.703,
22/08/2011 07:20,33396,0.401,0.435,0.325,0.058,19.81,83.1,0,874.8258,
22/08/2011 07:30,33397,0.401,1.548,1.295,0.157,19.86,81.9,0,874.9976,
22/08/2011 07:40,33398,0.401,4.161,3.65,0.383,19.91,83.5,0,874.981,
22/08/2011 07:50,33399,0.401,8.63,7.457,0.772,19.87,83.5,0.592,874.9646,
22/08/2011 08:00,33400,0.401,19.5,16.72,1.474,19.94,82.9,0,875.1761,
22/08/2011 08:10,33401,0.401,34.62,30.22,2.395,19.9,85.1,0.863,875.1913,
22/08/2011 08:20,33402,0.401,31.98,27.92,2.391,19.95,84.5,0.059,875.4434,
22/08/2011 08:30,33403,0.407,39.47,34.2,2.842,20.08,83.6,0.114,875.3299,
22/08/2011 08:40,33404,0.546,51.14,44.22,3.441,20.13,84.1,0,875.5867,
22/08/2011 08:50,33405,0.7,62.76,53.7,4.157,20.3,83.9,0.323,875.7878,
22/08/2011 09:00,33406,0.237,47.91,41.23,3.094,20.19,86.3,1.587,875.982,
22/08/2011 09:10,33407,0,33.38,28.9,2.33,20.07,86.2,0.621,876.3151,
22/08/2011 09:20,33408,0.078,79.41,69.64,5.029,20.22,86.8,0,876.2396,
22/08/2011 09:30,33409,0.264,139.9,125.1,8.42,20.13,86.8,0.602,876.1432,
22/08/2011 09:40,33410,1.427,200.9,173.3,12.02,20.48,85,0.142,876.2404,
22/08/2011 09:50,33411,2.723,244,208.2,13.9,20.73,84.9,0.502,876.2427,
22/08/2011 10:00,33412,13.61,395.1,303.4,20.16,21.33,77.84,0.556,876.3889,
22/08/2011 10:10,33413,5.351,304.6,262.5,17.07,22.02,76.3,0.655,876.5259,
22/08/2011 10:20,33414,3.787,233.5,204.5,13.94,22,75.45,0.436,876.3558,
22/08/2011 10:30,33415,3.792,240.2,208,14.56,22.06,73.57,0.04,876.3311,
22/08/2011 10:40,33416,4.545,265.7,230.7,15.6,22.55,73.8,0.243,876.454,
22/08/2011 10:50,33417,5.028,304.3,268.1,17.67,22.52,72.61,0.134,876.4927,
22/08/2011 11:00,33418,6.07,329.2,289.7,18.92,23.25,72.03,0.116,876.2534,
22/08/2011 11:10,33419,5.139,330.3,287.3,18.91,22.78,76.73,0.904,876.351,
22/08/2011 11:20,33420,8.13,463.3,394.4,25.99,22.9,74.14,0.307,876.301,
22/08/2011 11:30,33421,14.23,482.6,397.7,26.86,23.33,72.34,0.5,876.4242,
22/08/2011 11:40,33422,4.218,339.2,295.4,19.8,23.29,70.29,0.432,876.342,
22/08/2011 11:50,33423,3.132,297.2,258.8,17.69,23.52,68.96,0.097,876.3172,
22/08/2011 12:00,33424,NAN,299.9,264.2,17.98,24.12,66.34,0.028,876.2773,
22/08/2011 12:10,33425,5.162,372.8,325.7,22.27,24.54,67.39,0.47,876.2603,
22/08/2011 12:20,33426,7.126,466.2,406.2,27.51,24.27,64.22,0.56,876.0311,
22/08/2011 12:30,33427,7.057,459.2,403.5,27.37,24.32,64.67,0.527,876.0635,
22/08/2011 12:40,33428,8.53,583.4,472.3,34.51,25,61.77,0.475,875.9985,
22/08/2011 12:50,33429,16.28,1119,444.9,58.48,25.76,57.64,0.565,875.7859,
22/08/2011 13:00,33430,12.41,763.9,377.3,43.62,25.51,60.78,1.062,875.6711,
22/08/2011 13:10,33431,11.05,843,342.2,45.19,25.96,63.41,1.235,875.672,
22/08/2011 13:20,33432,6.129,952,319.7,52.17,24.69,62.69,2.521,875.6051,
22/08/2011 13:30,33433,11.11,1182,301.5,62.05,25.61,59.59,1.617,875.6135,
22/08/2011 13:40,33434,12.77,960,314.1,50.75,26.47,56.83,1.102,875.4427,
22/08/2011 13:50,33435,11.51,1218,338.1,62.56,26.1,58.09,2.393,875.3439,
22/08/2011 14:00,33436,9.22,794.7,335.9,46.17,26.25,57.1,1.073,875.4755,
22/08/2011 14:10,33437,5.97,533.6,354,35.59,26.41,59.25,0.815,875.522,
22/08/2011 14:20,33438,15.43,1138,333.4,59.99,27.44,52.05,0.568,875.004,
22/08/2011 14:30,33439,15.13,1165,327.9,60.47,27.8,51.07,2.383,874.9548,
22/08/2011 14:40,33440,7.871,777,331.1,42.89,27.52,51.95,2.991,874.5583,
22/08/2011 14:50,33441,0.401,385.6,277.1,25.2,26.26,52.29,2.637,874.4572,
22/08/2011 15:00,33442,6.356,812,251.2,45.66,26.73,49.36,2.974,874.3254,
22/08/2011 15:10,33443,10.11,936,224.1,50.76,26.91,54.68,3.589,874.2985,
22/08/2011 15:20,33444,10.76,995,224.9,53.05,27.27,50.72,3.681,874.0124,
22/08/2011 15:30,33445,10.97,865,212.8,47.43,27.68,44.79,2.714,873.8975,
22/08/2011 15:40,33446,8.7,703.3,251.8,39.23,27.66,55.46,3.227,873.7585,
22/08/2011 15:50,33447,3.119,735.6,263.1,39.18,26.88,58.8,4.134,873.6301,
22/08/2011 16:00,33448,7.394,881,195.7,45.37,26.84,51.3,2.466,873.6293,
22/08/2011 16:10,33449,7.066,555.1,187.5,31.28,27.71,53.86,2.376,873.5535,
22/08/2011 16:20,33450,9.49,796.3,163.3,40.76,27.51,47.25,2.747,873.3265,
22/08/2011 16:30,33451,12.97,846,164,41.13,27.92,51.47,2.962,873.1695,
22/08/2011 16:40,33452,12.01,824,178.3,39.22,27.44,52.53,2.642,873.0988,
22/08/2011 16:50,33453,7.606,617.9,201,30.01,27.32,53.72,3.042,873.163,
22/08/2011 17:00,33454,0.692,249.2,154.3,15.62,27.09,55.02,1.945,873.1039,
22/08/2011 17:10,33455,0,142.6,122.2,11.68,26.41,58.16,2.826,873.0071,
22/08/2011 17:20,33456,0,159.7,127.2,13.25,26.27,56.14,2.144,873.0421,
22/08/2011 17:30,33457,4.592,390.5,151.3,20.96,26.98,53.21,1.168,872.9047,
22/08/2011 17:40,33458,11.3,531.3,197.3,24.22,27.77,53.45,1.989,872.9473,
22/08/2011 17:50,33459,6.477,460.4,245,21.23,27.66,54.3,2.436,873.0606,
22/08/2011 18:00,33460,1.097,398.4,225.3,18.08,26.55,57.1,3.223,872.9957,
22/08/2011 18:10,33461,0.721,217.8,156.1,11.82,26.7,56.59,2.685,872.8817,
22/08/2011 18:20,33462,0.048,237.8,164.7,12.74,26.53,55.57,2.213,872.873,
22/08/2011 18:30,33463,1.08,215.1,151.2,10.8,26.67,55.6,2.208,872.9058,
22/08/2011 18:40,33464,0.06,161.5,129.1,8.45,26.8,55.36,1.826,872.6447,
22/08/2011 18:50,33465,0,120.9,103.6,6.457,26.38,56.86,2.096,872.8895,
22/08/2011 19:00,33466,0,90.8,79.31,4.787,26.13,55.87,1.867,872.9396,
22/08/2011 19:10,33467,0,75.05,65.18,3.952,25.98,56.69,1.733,873.1756,
22/08/2011 19:20,33468,0,56.24,48.78,2.974,25.9,56.45,1.684,873.2504,
22/08/2011 19:30,33469,0,38.63,33.69,2.084,25.73,55.5,1.747,873.4863,
22/08/2011 19:40,33470,0,23.01,19.87,1.302,25.61,57.41,1.418,873.4543,
22/08/2011 19:50,33471,0,10.7,9.2,0.679,25.29,62.25,3.832,873.5282,
22/08/2011 20:00,33472,0,3.234,2.853,0.276,24.54,64.46,4.345,873.8386,
22/08/2011 20:10,33473,0,0.306,0.349,0.068,24.11,66.3,3.448,874.0361,
22/08/2011 20:20,33474,0,0,0,0.019,23.84,68.45,2.745,874.01,
22/08/2011 20:30,33475,0,0,0,0.008,23.74,70.67,2.316,873.8625,
22/08/2011 20:40,33476,0,0,0,0.005,23.74,69.64,0.564,874.0928,
22/08/2011 20:50,33477,0.056,0,0,0.004,23.83,67.94,0.156,874.1586,
22/08/2011 21:00,33478,0,0,0.007,0.002,23.52,69.27,2.556,874.2804,
22/08/2011 21:10,33479,0,0,0.055,0.004,23.22,64.87,3.13,874.9277,
22/08/2011 21:20,33480,0,0,0,0.001,20.81,76.5,5.207,875.5662,
22/08/2011 21:30,33481,0,0,0,0,19.63,86.1,5.743,875.8013,
22/08/2011 21:40,33482,0,0.001,0.203,0,18.17,92.2,3.852,875.9368,
22/08/2011 21:50,33483,0.138,0.006,0.165,0.002,18.11,92.5,1.145,876.4232,
22/08/2011 22:00,33484,0,0.001,0.051,0.003,17.79,94.4,2.05,876.7777,
22/08/2011 22:10,33485,0,0,0.007,0.001,17.65,94.8,3.475,876.6948,
22/08/2011 22:20,33486,0,0,0.002,0,17.6,93.7,3.179,876.8358,
22/08/2011 22:30,33487,0,0,0.005,0.001,17.61,90.7,3.146,876.9515,
22/08/2011 22:40,33488,0,0,0.169,0,17.76,90.5,2.938,877.0422,
22/08/2011 22:50,33489,0.211,0.002,0.178,0.001,17.87,91.4,2.514,877.0029,
22/08/2011 23:00,33490,0.822,0.023,0.206,0,18.26,90.8,1.261,877.3876,
22/08/2011 23:10,33491,0.406,0.005,0.213,0.001,18.42,90.1,0.831,877.5106,
22/08/2011 23:20,33492,0.41,0,0.237,0,18.55,90,0.036,877.7627,
22/08/2011 23:30,33493,0.401,0,0.1,0,18.68,90.1,0.046,877.7071,
22/08/2011 23:40,33494,0.376,0,0.063,0,18.66,90.6,0.24,877.7796,
22/08/2011 23:50,33495,0.402,0,0.142,0,18.7,90.8,0,877.9034,
23/08/2011 00:00,33496,0.471,0,0.127,0,18.66,91.5,0,878.1648,
23/08/2011 00:10,33497,0.417,0,0.152,0,18.8,91.7,0.045,878.2871,
23/08/2011 00:20,33498,0.036,0,0,0,18.45,93.5,1.925,878.0826,
23/08/2011 00:30,33499,0,0,0.001,0,18.23,94.2,2.426,877.9438,
23/08/2011 00:40,33500,0.275,0,0.123,0.001,18.29,95.1,2.221,878.1152,
23/08/2011 00:50,33501,0.401,0,0,0,18.32,96.3,2.841,877.8451,
23/08/2011 01:00,33502,0.017,0,0,0,18.23,96.5,4.107,877.7222,
23/08/2011 01:10,33503,0.165,0,0.001,0,18.23,96.4,3.272,877.4853,
23/08/2011 01:20,33504,0.322,0,0,0,18.32,96.1,3.108,877.403,
23/08/2011 01:30,33505,0.401,0,0,0,18.49,95.5,1.884,877.3621,
23/08/2011 01:40,33506,0.401,0,0.006,0,18.62,94.8,1.234,877.314,
23/08/2011 01:50,33507,0.403,0,0.058,0,18.87,91.9,1.169,877.1738,
23/08/2011 02:00,33508,0.515,0,0.107,0,18.91,92.9,0.826,877.1088,
23/08/2011 02:10,33509,0.401,0,0.035,0,18.94,92.8,0,876.9446,
23/08/2011 02:20,33510,0.401,0,0.074,0,18.93,92.7,0,876.8224,
23/08/2011 02:30,33511,0.401,0,0.013,0,18.86,93.2,0,876.7159,
23/08/2011 02:40,33512,0.401,0,0,0,18.85,93.9,0,876.4938,
23/08/2011 02:50,33513,0.401,0,0.103,0,18.81,93.9,0,876.3728,
23/08/2011 03:00,33514,0.401,0,0.197,0,18.83,94.2,0,876.3882,
23/08/2011 03:10,33515,0.401,0,0.099,0,18.89,93.8,0,876.299,
23/08/2011 03:20,33516,0.401,0,0.074,0,18.87,93.9,0,876.388,
23/08/2011 03:30,33517,0.401,0,0.096,0,18.92,94,0.954,876.3809,
23/08/2011 03:40,33518,0.401,0,0.001,0,18.61,94.3,1.537,876.4789,
23/08/2011 03:50,33519,0.401,0,0,0,18.6,93.8,0.585,876.4783,
23/08/2011 04:00,33520,0.4,0,0.004,0,18.64,93.7,0,876.5853,
23/08/2011 04:10,33521,0.393,0,0.001,0,18.59,93.8,0,876.5189,
23/08/2011 04:20,33522,0.295,0,0,0,18.45,94.1,0,876.3726,
23/08/2011 04:30,33523,0.383,0,0,0,18.43,94.7,0,876.3147,
23/08/2011 04:40,33524,0.401,0,0.026,0,18.53,94.5,0,876.4625,
23/08/2011 04:50,33525,0.401,0,0,0,18.47,94.9,0,876.3885,
23/08/2011 05:00,33526,0.374,0,0,0,18.53,95.2,0,876.4377,
23/08/2011 05:10,33527,0.384,0,0,0,18.38,95.2,0,876.3068,
23/08/2011 05:20,33528,0.235,0,0,0,18.42,94.8,0,876.3883,
23/08/2011 05:30,33529,0.36,0,0,0,18.46,94.8,0,876.2086,
23/08/2011 05:40,33530,0.401,0,0.004,0,18.49,94.9,0.341,876.2002,
23/08/2011 05:50,33531,0.401,0,0.005,0,18.42,94.8,0.832,876.2166,
23/08/2011 06:00,33532,0.401,0,0.051,0,18.43,94.9,1.081,876.4055,
23/08/2011 06:10,33533,0.401,0,0.009,0,18.44,95.6,1.248,876.3725,
23/08/2011 06:20,33534,0.396,0,0,0,18.39,95.9,1.037,876.5765,
23/08/2011 06:30,33535,0.257,0,0,0,18.39,96,0.319,876.5281,
23/08/2011 06:40,33536,0.056,0,0,0,18.22,95.9,0.483,876.5934,
23/08/2011 06:50,33537,0.332,0,0,0,18.28,95.8,0.016,876.7896,
23/08/2011 07:00,33538,0.395,0,0,0,18.4,95.6,0,876.8635,
23/08/2011 07:10,33539,0.401,0.05,0.113,0.013,18.41,95.6,0,876.9534,
23/08/2011 07:20,33540,0.401,1.072,0.942,0.091,18.44,95.5,0,877.002,
23/08/2011 07:30,33541,0.401,5.601,4.928,0.39,18.48,95.2,0,877.0025,
23/08/2011 07:40,33542,0.401,13.5,11.98,1.067,18.46,95.3,0,877.0106,
23/08/2011 07:50,33543,0.401,20.28,18.13,1.837,18.57,95.2,0,877.1006,
23/08/2011 08:00,33544,0.504,29.22,25.74,2.559,18.68,95.2,0,877.1667,
23/08/2011 08:10,33545,1.128,36.54,32.32,2.753,18.81,94.9,0,877.2563,
23/08/2011 08:20,33546,1.792,63.23,55.68,4.04,18.91,94.6,0,877.2556,
23/08/2011 08:30,33547,2.375,87.8,77.51,5.928,19.2,94,0,877.0022,
23/08/2011 08:40,33548,2.802,94.8,77.38,6.957,19.35,92.1,0,876.97,
23/08/2011 08:50,33549,3.073,98.4,75.19,8.1,19.46,89.8,0,877.1579,
23/08/2011 09:00,33550,3.856,156.9,104.9,10.11,19.68,88.3,0,877.3057,
23/08/2011 09:10,33551,8.92,274,136.3,13.77,20.5,84.9,0,877.3296,
23/08/2011 09:20,33552,9.24,243.4,180.6,13.41,21.04,82.4,0.002,877.4589,
23/08/2011 09:30,33553,16.52,536.3,236.8,21.45,21.91,73.01,0,877.4379,
23/08/2011 09:40,33554,19.13,489.7,216.4,21.69,23.01,74.23,0,877.2991,
23/08/2011 09:50,33555,18.52,497.4,278,23.08,22.84,75.99,0.5,877.2401,
23/08/2011 10:00,33556,9.21,340.4,259,18.85,21.46,78.44,1.057,877.3324,
23/08/2011 10:10,33557,10.11,685.2,297.4,30.61,21.47,76.19,1.094,877.3414,
23/08/2011 10:20,33558,14.64,787.4,293,35.28,22.06,75.17,1.159,877.3004,
23/08/2011 10:30,33559,15.55,804,243.4,36.95,23.06,69.92,0.392,877.3232,
23/08/2011 10:40,33560,12.28,828,340.7,38.84,22.62,74.93,1.325,877.3656,
23/08/2011 10:50,33561,3.135,516.8,347,29.71,22.15,77.65,2.212,877.4138,
23/08/2011 11:00,33562,2.336,586.9,391.1,32.12,22.2,78.4,2.162,877.2504,
23/08/2011 11:10,33563,2.645,583.2,440.1,32.96,22.01,77.83,2.008,877.3735,
23/08/2011 11:20,33564,5.682,686,465.4,37.94,22.22,73.39,1.169,877.4953,
23/08/2011 11:30,33565,15.19,701.2,473.6,38.82,23.01,74.38,1.335,877.4303,
23/08/2011 11:40,33566,36.1,602.2,451.6,35.08,22.9,74.01,1.326,877.1355,
23/08/2011 11:50,33567,84.1,715.4,494.9,40.68,23.42,68.21,0.745,877.2597,
23/08/2011 12:00,33568,68.86,668.1,487.9,38.65,23.87,72.78,1.49,877.2493,
23/08/2011 12:10,33569,58.16,633.6,471.4,36.86,23.62,70.36,1.628,877.0048,
23/08/2011 12:20,33570,38.13,580,451,35.14,23.4,73.09,2.106,877.0948,
23/08/2011 12:30,33571,11.75,490.1,390.8,31.55,23.38,72.75,2.173,877.063,
23/08/2011 12:40,33572,50.81,551.8,392,35.42,23.18,73.19,2.642,877.1678,
23/08/2011 12:50,33573,733.9,1209,353.9,64.35,23.74,68.11,2.47,876.8741,
23/08/2011 13:00,33574,672.2,1073,296.5,58.71,24.01,66.68,2.403,876.8993,
23/08/2011 13:10,33575,457.8,849,241.6,49.81,24.18,63.75,2.318,876.7916,
23/08/2011 13:20,33576,634.9,997,234.1,56.55,24.48,64.43,2.632,876.6695,
23/08/2011 13:30,33577,516.9,973,304.4,54.57,24.49,62.96,1.915,876.3829,
23/08/2011 13:40,33578,153,713.2,390.9,43.81,24.84,59.14,2.088,876.432,
23/08/2011 13:50,33579,183.8,831,477.1,48.07,25.16,59.66,1.565,876.3738,
23/08/2011 14:00,33580,186.8,871,509.7,48.91,25.73,57.92,1.076,875.9828,
23/08/2011 14:10,33581,19.9,595.9,477.7,36.16,25.25,59.93,2.885,875.7854,
23/08/2011 14:20,33582,134.3,747.5,485.8,42.65,25.42,55.5,1.262,875.7357,
23/08/2011 14:30,33583,312,945,476.3,50.03,26,55.63,2.179,875.2375,
23/08/2011 14:40,33584,459.1,994,389.7,53.29,26.11,55.6,2.092,875.1965,
23/08/2011 14:50,33585,750.6,1079,248.4,56.2,26.07,54,2.279,874.862,
23/08/2011 15:00,33586,739.6,1015,202.9,53.14,26.12,54.92,2.348,874.8694,
23/08/2011 15:10,33587,763.2,1048,204.1,53.66,26.46,53.14,2.197,874.7708,
23/08/2011 15:20,33588,496.4,789.9,188.9,44.29,26.26,52.09,2.024,874.442,
23/08/2011 15:30,33589,649.4,912,187.2,48.41,26.37,50.21,1.739,874.226,
23/08/2011 15:40,33590,710.1,941,172.1,49.03,26.75,51.3,1.912,874.0854,
23/08/2011 15:50,33591,660,892,183.5,46.67,26.61,50.25,1.889,873.9485,
23/08/2011 16:00,33592,654.5,923,218.1,46.82,27.04,52.43,2.252,873.5911,
23/08/2011 16:10,33593,470.5,791.9,255.8,40.66,26.89,52.8,2.515,873.6255,
23/08/2011 16:20,33594,327.4,660,257.2,35.11,26.59,52.46,2.643,873.5606,
23/08/2011 16:30,33595,260.8,601.1,256.1,32.11,27.02,51.41,1.992,873.2662,
23/08/2011 16:40,33596,234.4,582,259.4,30.47,26.49,54.37,3.276,873.1426,
23/08/2011 16:50,33597,209.1,545.6,249,28.27,26.47,54.23,3.086,873.2598,
23/08/2011 17:00,33598,89.1,375.4,219.1,21.72,26.46,52.56,2.678,873.1698,
23/08/2011 17:10,33599,114.9,375.2,203.5,21.43,26.19,51.81,2.621,873.1617,
23/08/2011 17:20,33600,222.4,480.4,185,24.25,26.6,49.91,1.677,872.969,
23/08/2011 17:30,33601,301.6,551.2,162.2,25.8,27.13,52.29,1.446,872.8312,
23/08/2011 17:40,33602,297.7,547.1,145.2,24.69,27.01,51.37,1.985,872.8464,
23/08/2011 17:50,33603,254.3,509.8,135.8,22.48,27.25,53.31,1.912,873.0486,
23/08/2011 18:00,33604,181.1,416.3,120.8,19.3,27.44,53.18,1.173,872.8551,
23/08/2011 18:10,33605,127.3,376.6,136.4,17.11,26.99,53.01,1.566,872.9394,
23/08/2011 18:20,33606,27.79,178.8,118.8,11.85,26.24,53.76,1.971,872.9338,
23/08/2011 18:30,33607,13.06,132.2,88.4,9.58,26.08,52.22,1.675,872.7945,
23/08/2011 18:40,33608,1.167,106.1,86.5,8.13,26.17,52.02,1.512,872.8864,
23/08/2011 18:50,33609,0.31,108.6,90.6,7.419,26.09,55.43,1.201,872.9708,
23/08/2011 19:00,33610,1.26,101.8,84.2,6.371,25.85,56.89,1.624,872.9549,
23/08/2011 19:10,33611,2.066,93,75.98,5.033,25.88,55.57,1.348,872.9391,
23/08/2011 19:20,33612,1.066,60.47,52.17,3.286,26.04,56.38,0.659,873.1027,
23/08/2011 19:30,33613,0.302,33.13,29.44,2.089,25.88,53.28,0.752,873.1183,
23/08/2011 19:40,33614,1.246,22.87,19.46,1.343,25.71,56.69,1.524,873.4548,
23/08/2011 19:50,33615,0,14.17,12.05,0.761,25.19,57.03,0.962,873.3474,
23/08/2011 20:00,33616,0,3.919,3.187,0.282,25.09,58.67,0.849,873.594,
23/08/2011 20:10,33617,0,0.311,0.242,0.064,24.99,61.29,0.228,873.8474,
23/08/2011 20:20,33618,0,0,0,0.019,25.03,62.04,0,873.9689,
23/08/2011 20:30,33619,0,0,0,0.004,24.83,64.73,1.312,873.8635,
23/08/2011 20:40,33620,0,0,0,0.002,24.3,65.48,2.482,874.1011,
23/08/2011 20:50,33621,0,0,0,0.004,24.07,67.16,1.489,874.3707,
23/08/2011 21:00,33622,0,0,0.036,0.001,23.95,67.29,1.565,874.6406,
23/08/2011 21:10,33623,0,0,0,0,23.6,71.25,2.723,874.8041,
23/08/2011 21:20,33624,0,0,0.05,0,23.11,75.3,1.555,874.9599,
23/08/2011 21:30,33625,0,0.005,0.217,0,22.5,76.36,1.578,875.1149,
23/08/2011 21:40,33626,0.126,0.053,0.342,0.003,22.19,85.1,1.67,875.2708,
23/08/2011 21:50,33627,0.001,0,0.022,0.002,21.22,88.4,2.091,875.3728,
23/08/2011 22:00,33628,0.188,0.004,0.13,0.001,21.31,86.4,0.178,875.4767,
23/08/2011 22:10,33629,0.227,0.001,0.075,0.001,21.55,87.4,0.553,875.6089,
23/08/2011 22:20,33630,0.37,0,0.064,0.001,21.65,87.2,0,875.7356,
23/08/2011 22:30,33631,0.393,0,0.129,0.001,21.69,86.9,0,875.7966,
23/08/2011 22:40,33632,0.337,0,0.265,0,21.8,87.1,0,876.0543,
23/08/2011 22:50,33633,0.402,0.001,0.333,0,21.65,88.5,0.592,876.1766,
23/08/2011 23:00,33634,0.401,0,0.255,0.001,21.58,89.5,0.113,876.3777,
23/08/2011 23:10,33635,0.32,0,0.189,0,21.66,88.3,0.796,876.5844,
23/08/2011 23:20,33636,0,0,0,0,21.19,88,0.736,876.6595,
23/08/2011 23:30,33637,0,0,0.002,0,20.75,90.5,1.292,876.835,
23/08/2011 23:40,33638,0.08,0.001,0.018,0,20.6,90.9,1.493,877.0388,
23/08/2011 23:50,33639,0.321,0,0.176,0,20.48,91.1,0.82,877.1247,
24/08/2011 00:00,33640,0.401,0,0.077,0,20.73,91.3,0.636,877.2363,
24/08/2011 00:10,33641,0.401,0,0.01,0,20.68,91.2,1.631,877.2885,
24/08/2011 00:20,33642,0.401,0,0.029,0,20.71,91.2,1.526,877.3638,
24/08/2011 00:30,33643,0.05,0,0,0,20.28,90.8,1.872,877.3459,
24/08/2011 00:40,33644,0.001,0,0,0,20.36,90.7,0.811,877.3647,
24/08/2011 00:50,33645,0.057,0,0,0,20.23,91.2,0.75,877.254,
24/08/2011 01:00,33646,0.006,0,0,0,20.09,91.2,1.101,877.2216,
24/08/2011 01:10,33647,0.249,0,0.097,0,20.04,91.8,0.422,877.2821,
24/08/2011 01:20,33648,0.401,0,0.043,0,20.19,92.2,0,877.1942,
24/08/2011 01:30,33649,0.409,0,0.137,0,20.05,93.2,1.078,876.981,
24/08/2011 01:40,33650,0.013,0,0,0,19.79,93.8,0.533,876.8249,
24/08/2011 01:50,33651,0.011,0,0,0,19.74,93.7,0.024,876.6575,
24/08/2011 02:00,33652,0.312,0,0.001,0,19.63,92.7,1.294,876.6469,
24/08/2011 02:10,33653,0.074,0,0,0,19.39,92.7,0.437,876.3669,
24/08/2011 02:20,33654,0.137,0,0,0,19.32,92.3,0,876.5273,
24/08/2011 02:30,33655,0.401,0,0.289,0,19.48,91.6,0,876.8225,
24/08/2011 02:40,33656,0.409,0,0.081,0,19.35,91.3,1.395,876.8632,
24/08/2011 02:50,33657,0.401,0,0.06,0,18.98,92.3,1.748,876.9372,
24/08/2011 03:00,33658,0.401,0,0.03,0,18.76,92.4,1.413,877.0674,
24/08/2011 03:10,33659,0.401,0,0.021,0,18.81,92.3,0.225,876.8636,
24/08/2011 03:20,33660,0.531,0,0.037,0,18.95,91.6,0.084,876.8212,
24/08/2011 03:30,33661,0.545,0,0.001,0,18.82,90.6,1.354,876.7168,
