TOA5,CR1000,CR1000,23644,CR1000.Std.16,CPU:ESTACION_CIE_02_SEP_2011.CR1,22874,General,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,RN,W/m2,W/m2,W/m2,W/m2,?C,%,m/s,mbar
,51840,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
,,,,,,,,,
03/01/2012 04:50,318,0.277,0,0,0,14.05,51.63,1.889,884.262
03/01/2012 05:00,319,0.017,0,0,0.001,13.93,51.36,2.293,884.2203
03/01/2012 05:10,320,0.393,0,0,0.001,13.92,52.14,2.641,884.1473
03/01/2012 05:20,321,0.277,0,0,0,13.74,52.58,2.395,884.1884
03/01/2012 05:30,322,0.081,0,0,0.001,13.6,53.2,2.478,884.2371
03/01/2012 05:40,323,0.231,0,0,0.001,13.54,52.86,2.715,884.2534
03/01/2012 05:50,324,0.121,0,0,0,13.42,54.39,2.684,884.5081
03/01/2012 06:00,325,0,0,0,0,13.15,55.28,2.793,884.5479
03/01/2012 06:10,326,0.223,0,0,0,13.07,53.4,2.978,884.6955
03/01/2012 06:20,327,0.453,0,0,0,13.38,53.95,2.899,884.6713
03/01/2012 06:30,328,0.11,0,0,0,13.12,55.24,2.708,884.7366
03/01/2012 06:40,329,0,0,0,0,12.86,56.16,2.404,884.9086
03/01/2012 06:50,330,0,0.005,0,0.005,12.62,57.7,1.859,884.9577
03/01/2012 07:00,331,0,0.434,0.226,0.023,12.03,60.63,0.512,885.1129
03/01/2012 07:10,332,0,2.581,2.353,0.137,11.86,60.16,0,885.0612
03/01/2012 07:20,333,0.378,8.62,7.429,0.478,12,58.01,1.643,885.2052
03/01/2012 07:30,334,102.2,30.25,16.94,1.135,12.1,58.25,2.03,885.3031
03/01/2012 07:40,335,254,63.46,32.24,2.031,12.25,58.59,2.436,885.2655
03/01/2012 07:50,336,338,93.6,47.42,3.089,12.49,55.52,2.364,885.4625
03/01/2012 08:00,337,403.1,125.9,62.46,4.249,13.56,51.73,1.516,885.489
03/01/2012 08:10,338,463.7,161.2,77.05,5.837,14.61,49.41,0.816,885.5497
03/01/2012 08:20,339,512.8,200.7,92.2,5.109,15.46,46.58,0.384,885.736
03/01/2012 08:30,340,556.1,232.4,106.5,9.04,17.03,41.94,0.114,885.8414
03/01/2012 08:40,341,601.5,238.6,117.6,10.82,16.74,45.52,1.344,885.8744
03/01/2012 08:50,342,630.7,299.6,129,12.08,16.37,45.01,1.476,886.0954
03/01/2012 09:00,343,634.6,344.2,137.4,14.51,16.53,44.43,1.83,886.1606
03/01/2012 09:10,344,669.4,379.5,141.2,16.37,17.17,40.68,1.159,886.0327
03/01/2012 09:20,345,704.6,412.7,141.8,18.28,17.9,40.78,1.018,886.0801
03/01/2012 09:30,346,740,446.6,139.7,20.24,17.61,40.47,1.232,886.1533
03/01/2012 09:40,347,765.7,475.5,133.1,22.09,17.31,42.82,2.226,886.2046
03/01/2012 09:50,348,791,506.4,121.7,23.96,17.29,39.99,1.613,886.2026
03/01/2012 10:00,349,814,535.9,110.4,25.74,17.66,40.36,2.571,885.9875
03/01/2012 10:10,350,827,560.1,99.4,27.27,17.55,39.95,1.72,885.931
03/01/2012 10:20,351,843,583.9,91.3,28.82,17.75,38.83,2.344,885.7751
03/01/2012 10:30,352,855,605.8,87.3,30.16,18.33,39.48,1.68,885.653
03/01/2012 10:40,353,864,622.5,86.8,31.45,18.33,38.49,1.412,885.6279
03/01/2012 10:50,354,870,643.2,89.8,32.7,19.22,34.87,0.729,885.4724
03/01/2012 11:00,355,885,667.9,92.5,34.23,18.94,36.61,1.888,885.2996
03/01/2012 11:10,356,896,686.1,89.6,35.4,19.52,36.99,1.879,885.1209
03/01/2012 11:20,357,904,703.4,89.5,36.59,19.53,35.18,1.56,884.9658
03/01/2012 11:30,358,911,716,91,37.48,19.69,34.09,1.198,884.7351
03/01/2012 11:40,359,916,731.5,93.6,38.52,20.45,33.92,1.441,884.4796
03/01/2012 11:50,360,918,742.2,96.3,39.37,19.79,34.29,1.616,884.2328
03/01/2012 12:00,361,920,749.6,98.8,39.97,19.71,33.41,1.534,883.8862
03/01/2012 12:10,362,918,754.1,99.8,40.17,19.94,33.47,2.029,883.5375
03/01/2012 12:20,363,903,752.8,103.3,40.12,20.43,32.28,1.536,883.3744
03/01/2012 12:30,364,906,764,108.5,40.56,21.05,32.69,1.399,883.1291
03/01/2012 12:40,365,913,773.3,111.7,40.7,21.43,32.72,1.571,882.6705
03/01/2012 12:50,366,907,777.7,116.6,40.66,21.34,30.64,2.168,882.4275
03/01/2012 13:00,367,878,761.1,119.7,39.64,22.01,29.18,1.162,882.116
03/01/2012 13:10,368,840,736.6,124.1,38.42,21.98,30.03,1.241,881.9633
03/01/2012 13:20,369,819,728,130.4,37.3,22.1,30.91,2.26,881.5831
03/01/2012 13:30,370,834,746.6,142.7,37.79,21.8,30.03,2.103,881.5168
03/01/2012 13:40,371,811,737.3,152.9,36.96,22.1,30.44,1.96,881.2737
03/01/2012 13:50,372,791,727.9,159.8,36.31,22.36,29.01,1.931,881.0196
03/01/2012 14:00,373,682.2,680.6,180.7,33.9,22.99,27.98,1.3,880.9824
03/01/2012 14:10,374,400.7,530.7,207.1,28.09,22.68,29.07,2.064,880.7154
03/01/2012 14:20,375,533.8,664.8,265.9,32.3,22.86,28.59,2.248,880.5385
03/01/2012 14:30,376,277.5,513.3,284.5,26.44,22.98,28.32,1.685,880.3604
03/01/2012 14:40,377,186.5,452.7,283.1,23.7,23.18,29.14,2.498,880.1172
03/01/2012 14:50,378,72.62,350.6,259.1,19.52,22.89,29.18,2.837,880.0153
03/01/2012 15:00,379,65.6,344.9,259.7,19.14,22.54,29.52,2.36,879.9103
03/01/2012 15:10,380,93.3,369.6,270,19.49,22.67,28.77,2.292,879.9846
03/01/2012 15:20,381,125.5,406.5,290.3,20.66,22.89,28.5,1.619,879.8124
03/01/2012 15:30,382,135.2,390.5,272.8,19.76,22.93,28.84,2.045,879.6415
03/01/2012 15:40,383,181.9,374.1,239.5,18.47,22.95,27.51,2.295,879.5737
03/01/2012 15:50,384,392.2,486.7,241.6,21.29,23.42,27.2,1.57,879.7222
03/01/2012 16:00,385,184.2,311.7,186.6,15.46,24.08,26.52,0.97,879.56
03/01/2012 16:10,386,232.8,328.7,181.8,14.81,23.99,27.13,1.37,879.5977
03/01/2012 16:20,387,145,282.3,184.8,13.34,23.76,26.79,1.103,879.5787
03/01/2012 16:30,388,184.6,288.4,182.4,12.57,23.84,26.96,1.345,879.4756
03/01/2012 16:40,389,168.4,260.9,165.7,11.23,23.81,27.68,0.982,879.5923
03/01/2012 16:50,390,88.2,195.6,140.5,9.12,23.37,28.29,2.465,879.6891
03/01/2012 17:00,391,37.81,144,114.8,7.317,23.5,27.51,0.553,879.6076
03/01/2012 17:10,392,21.05,113.6,94.1,5.821,23.63,28.46,0.85,879.6427
03/01/2012 17:20,393,1.386,90.5,81.2,4.726,23.08,28.57,0.839,879.6379
03/01/2012 17:30,394,1.019,70.13,64.02,3.62,23.13,28.7,0.165,879.7012
03/01/2012 17:40,395,7.638,46.37,40.8,2.45,23.11,29.15,0.013,879.9004
03/01/2012 17:50,396,5.617,30.81,27.01,1.636,23.07,29.79,0.055,879.9003
03/01/2012 18:00,397,0,15.6,14.13,0.984,22.82,30.37,0,879.9338
03/01/2012 18:10,398,0,6.152,5.464,0.475,22.33,33.68,0.09,879.9756
03/01/2012 18:20,399,0,1.552,1.298,0.163,21.9,34.33,0.033,880.0477
03/01/2012 18:30,400,0,0.257,0.09,0.031,21.47,36.24,0.917,880.0737
03/01/2012 18:40,401,0,0,0,0.018,20.94,37.16,0.593,880.2118
03/01/2012 18:50,402,0,0,0.217,0.008,20.96,36.03,0.49,880.3844
03/01/2012 19:00,403,0,0,0.081,0.005,20.9,37.02,0.016,880.613
03/01/2012 19:10,404,0,0,0.084,0.002,20.64,39.1,0,880.6945
03/01/2012 19:20,405,0,0,0,0.003,20.39,40.4,0.084,880.8337
03/01/2012 19:30,406,0,0,0.149,0.004,20.33,39.71,0.419,880.8661
03/01/2012 19:40,407,0,0,0.182,0.003,20.05,39.13,0.319,881.0471
03/01/2012 19:50,408,0,0,0.199,0.004,19.82,36.85,0.676,881.2155
03/01/2012 20:00,409,0,0,0.322,0.005,20.04,35.59,1.068,881.4469
03/01/2012 20:10,410,0,0,0.056,0.008,19.95,35.66,0.248,881.605
03/01/2012 20:20,411,0,0,0.309,0.004,19.79,35.42,0.519,881.9878
03/01/2012 20:30,412,0,0.021,0.325,0.003,19.93,34.4,1.091,882.0275
03/01/2012 20:40,413,0,0,0.311,0.009,19.94,33.99,1.184,882.1917
03/01/2012 20:50,414,0,0,0.295,0.005,19.83,35.11,0.787,882.3223
03/01/2012 21:00,415,0,0,0.184,0.004,19.62,36.28,0.307,882.4434
03/01/2012 21:10,416,0,0,0,0.003,19.15,39.72,0.149,882.4393
03/01/2012 21:20,417,0,0,0.056,0.003,18.6,39.31,0.212,882.5924
03/01/2012 21:30,418,0,0,0.146,0.003,18.56,42.21,0.171,882.5818
03/01/2012 21:40,419,0,0,0,0.006,17.71,44.09,0.443,882.9203
03/01/2012 21:50,420,0,0,0,0.004,17.52,44.71,0,882.9529
03/01/2012 22:00,421,0,0,0,0.001,17.27,48.08,0.181,883.0162
03/01/2012 22:10,422,0,0.067,0,0.002,16.79,47.84,1.713,882.8301
03/01/2012 22:20,423,0,0.016,0,0.002,16.41,46.24,1.783,882.9848
03/01/2012 22:30,424,0.084,0,0,0.001,16.48,46.24,1.974,882.8872
03/01/2012 22:40,425,0.304,0,0,0.001,16.47,45.18,2.445,883.0095
03/01/2012 22:50,426,0.458,0,0,0.002,16.73,44.4,1.776,882.993
03/01/2012 23:00,427,0.603,0.007,0,0.002,16.73,44.47,2.356,883.0999
03/01/2012 23:10,428,0.459,0.069,0,0.002,16.52,46.27,2.413,883.0999
03/01/2012 23:20,429,0.112,0,0,0,16.2,46.45,2.526,883.1978
03/01/2012 23:30,430,0.151,0,0,0.001,16.07,46.51,2.032,883.2715
03/01/2012 23:40,431,0.36,0.001,0,0.002,16.03,45.97,2.134,883.3287
03/01/2012 23:50,432,0.401,0.108,0.035,0.001,16.12,46.58,2.381,883.3615
04/01/2012 00:00,433,0.401,0.008,0,0,15.92,46.82,2.13,883.4351
04/01/2012 00:10,434,0.401,0.009,0,0.002,15.83,46.92,2.155,883.3945
04/01/2012 00:20,435,0.401,0,0,0.003,15.73,47.23,2.214,883.3448
04/01/2012 00:30,436,0.319,0,0,0.002,15.63,48.05,2.036,883.3033
04/01/2012 00:40,437,0.039,0,0,0.001,15.37,49.07,1.95,883.2968
04/01/2012 00:50,438,0,0,0,0,15.05,50.26,2.19,883.2632
04/01/2012 01:00,439,0,0,0,0.002,14.89,49.62,1.586,883.3205
04/01/2012 01:10,440,0.265,0,0,0.003,15.02,48.93,2.116,883.2216
04/01/2012 01:20,441,0.401,0,0,0.003,14.94,49.38,2.126,883.059
04/01/2012 01:30,442,0.401,0,0,0.002,14.79,49.92,1.954,883.0016
04/01/2012 01:40,443,0.361,0,0,0.002,14.59,50.5,2.425,882.8862
04/01/2012 01:50,444,0.24,0,0,0.002,14.48,51.05,2.21,882.8707
04/01/2012 02:00,445,0.295,0,0,0.002,14.5,50.13,1.706,882.8536
04/01/2012 02:10,446,0.389,0,0,0.001,14.4,51.29,1.781,882.6327
04/01/2012 02:20,447,0.144,0,0,0.001,14.13,52.31,1.891,882.5513
04/01/2012 02:30,448,0,0,0,0.001,13.94,52.62,1.813,882.5179
04/01/2012 02:40,449,0,0,0,0,13.78,53.64,2.09,882.3631
04/01/2012 02:50,450,0.078,0,0,0.001,13.51,53.71,2.411,882.2154
04/01/2012 03:00,451,0.385,0,0,0.002,13.52,53.54,2.828,882.0926
04/01/2012 03:10,452,0.401,0,0,0.005,13.42,53.54,2.811,881.9949
04/01/2012 03:20,453,0.401,0,0,0.004,13.43,53.09,2.614,882.0192
04/01/2012 03:30,454,0.401,0,0,0.001,13.52,52.99,2.358,881.9704
04/01/2012 03:40,455,0.401,0,0,0.001,13.39,53.67,2.295,882.0108
04/01/2012 03:50,456,0.158,0,0,0.001,13.19,54.66,2.734,882.0272
04/01/2012 04:00,457,0.365,0,0,0.002,13.13,54.02,2.895,881.9707
04/01/2012 04:10,458,0.393,0,0,0.002,13.14,54.83,2.615,882.1913
04/01/2012 04:20,459,0.181,0,0,0.005,13.02,55,2.253,882.2397
04/01/2012 04:30,460,0.352,0,0,0.003,12.97,54.94,2.325,882.2649
04/01/2012 04:40,461,0.406,0.006,0,0.003,13.09,54.15,2.758,882.322
04/01/2012 04:50,462,0.876,0.259,0.07,0.001,13.43,52.75,2.343,882.4288
04/01/2012 05:00,463,0.378,0.008,0,0.001,13.47,53.84,1.235,882.437
04/01/2012 05:10,464,0,0,0,0,13.31,53.74,0.756,882.3791
04/01/2012 05:20,465,0,0.001,0.04,0,13.42,54.46,0.338,882.3303
04/01/2012 05:30,466,0,0,0.065,0.001,12.98,57.7,0,882.4564
04/01/2012 05:40,467,0,0.001,0.009,0.004,12.09,61.21,0.998,882.5197
04/01/2012 05:50,468,0,0.035,0,0,11.63,60.67,1.806,882.573
04/01/2012 06:00,469,0,0.038,0,0,11.32,62.51,2.113,882.5859
04/01/2012 06:10,470,0,0.222,0,0.003,11.15,61.22,2.723,882.684
04/01/2012 06:20,471,0.282,0.286,0,0.002,11.46,61.12,2.998,882.6866
04/01/2012 06:30,472,0.212,0.33,0,0.006,11.46,61.05,2.668,882.6327
04/01/2012 06:40,473,0.153,0.28,0,0.002,11.38,60.13,2.891,882.7198
04/01/2012 06:50,474,0,0.188,0,0.005,11.11,62.28,2.935,882.8405
04/01/2012 07:00,475,0,0.599,0.271,0.021,11.02,61.63,2.919,882.9151
04/01/2012 07:10,476,0,2.636,2.105,0.119,10.82,62.62,3.024,883.0009
04/01/2012 07:20,477,0.678,7.694,6.539,0.421,11.08,60.4,2.701,882.8713
04/01/2012 07:30,478,26.78,19.11,13.59,0.996,11.25,60.98,2.905,882.9852
04/01/2012 07:40,479,52.59,32.74,22.69,1.797,11.37,59.62,2.57,883.184
04/01/2012 07:50,480,139,70.33,42.76,2.4,11.7,59.45,2.043,883.2645
04/01/2012 08:00,481,171.4,89.1,58.34,3.736,12.22,56.93,0.341,883.2686
04/01/2012 08:10,482,249.9,131.3,76.13,5.062,12.88,55.25,0.493,883.482
04/01/2012 08:20,483,309.9,172.4,99.7,6.319,14.09,50.85,0,883.5793
04/01/2012 08:30,484,345,201.9,116.8,7.862,15.63,46.27,0.009,883.5644
04/01/2012 08:40,485,351.9,228.6,117.9,7.278,16.01,47.98,0.038,883.6813
04/01/2012 08:50,486,358.1,254,142.3,10.31,16.1,45.42,0.047,883.7631
04/01/2012 09:00,487,322,255.9,143.7,11.32,16.53,44.57,0.014,883.9183
04/01/2012 09:10,488,367.3,293.4,158.4,13.31,16.21,45.56,0.381,883.8445
04/01/2012 09:20,489,524.6,389,189.5,16.29,16.82,42.93,0.712,883.869
04/01/2012 09:30,490,518.6,398.8,185.4,17.58,16.04,44.74,1.378,883.9835
04/01/2012 09:40,491,576.7,445.3,187.8,19.33,16.4,43.78,1.54,883.8809
04/01/2012 09:50,492,536,430,170.2,19.54,16.5,43.23,1.46,883.7791
04/01/2012 10:00,493,641,503,172.3,22.54,16.77,42.24,1.921,883.6653
04/01/2012 10:10,494,655.9,527.4,166.6,24.34,16.89,40.05,1.338,883.4883
04/01/2012 10:20,495,654.2,543.5,161.6,25.56,17.17,41.66,1.822,883.5099
04/01/2012 10:30,496,628.4,543,157.3,26.34,17.01,39.75,1.548,883.3617
04/01/2012 10:40,497,683,586.1,153.4,28.33,17.43,40.43,2.095,883.19
04/01/2012 10:50,498,731.3,628.7,155,30.3,17.79,38.08,1.777,882.936
04/01/2012 11:00,499,696.9,637.4,170.6,31.05,18.41,39.48,1.657,882.9369
04/01/2012 11:10,500,605.7,595.2,172.9,29.81,18.3,38.52,2.103,882.862
04/01/2012 11:20,501,670.9,648.2,175,32.23,18.52,38.66,1.841,882.7159
04/01/2012 11:30,502,677.1,666.9,179.1,33.4,18.75,39.65,2.046,882.5266
04/01/2012 11:40,503,746.5,742.4,201.8,36.62,18.72,37.7,1.708,882.4121
04/01/2012 11:50,504,559.2,641.8,214.8,32.87,18.88,37.26,2.109,881.93
04/01/2012 12:00,505,601.8,685.8,228.2,34.41,19.14,35.62,1.14,881.8967
04/01/2012 12:10,506,565.6,671.4,233.2,34.05,19.43,36.48,1.985,881.6354
04/01/2012 12:20,507,576.4,678.6,228.2,34.51,19.52,35.9,1.545,881.3087
04/01/2012 12:30,508,665.9,740.7,225.5,36.98,19.77,34.09,1.548,881.2171
04/01/2012 12:40,509,534.5,677.1,246.3,34.61,20.19,33.61,1.686,880.7979
04/01/2012 12:50,510,582.6,727.3,264.9,36.72,20.08,34.39,1.693,880.5981
04/01/2012 13:00,511,431.8,637.2,277.1,33.16,20.29,32.89,2.032,880.3799
04/01/2012 13:10,512,564.1,719.1,282.7,36.74,20.43,33.23,1.558,880.1068
04/01/2012 13:20,513,513.4,669.5,260.8,34.04,20.3,33.37,2.4,879.7911
04/01/2012 13:30,514,385.9,588.5,265.5,30.86,20.56,32.72,1.567,879.5089
04/01/2012 13:40,515,496.1,641.8,248.7,32.7,21.18,33.06,2.717,879.2695
04/01/2012 13:50,516,498.9,636.6,240.6,32.04,20.83,32.86,2.528,879.1465
04/01/2012 14:00,517,404.7,598.4,268.5,30.45,21.17,32.01,1.95,878.8716
04/01/2012 14:10,518,416.7,586.3,253.2,29.68,21.47,32.79,2.717,878.746
04/01/2012 14:20,519,331.7,515.4,241.6,27.1,21.14,32.21,2.035,878.488
04/01/2012 14:30,520,702.5,689,207.8,33.4,21.48,32.11,3.532,878.175
04/01/2012 14:40,521,769.9,655.9,152,31.34,21.48,31.67,2.633,878.1605
04/01/2012 14:50,522,785.9,632.2,134.9,29.61,21.96,30.44,1.625,878.1555
04/01/2012 15:00,523,692.6,567.5,130.8,26.57,22.28,31.19,2.579,877.9773
04/01/2012 15:10,524,721.5,573.3,134.8,25.97,22.41,30.98,2.023,877.9243
04/01/2012 15:20,525,694.8,538.8,129.2,23.98,22.95,28.36,0.912,877.7279
04/01/2012 15:30,526,678.3,518.8,132.5,22.54,23.44,29.24,1.801,877.7321
04/01/2012 15:40,527,595,469,134.5,20.16,22.68,30.2,2.433,877.7587
04/01/2012 15:50,528,620.2,479,149,19.88,23.81,26.62,0.282,877.4954
04/01/2012 16:00,529,584.7,430.4,131.7,17.42,24.54,28.63,0.833,877.4807
04/01/2012 16:10,530,443.6,344.5,118,14.47,23.67,29.14,1.044,877.5526
04/01/2012 16:20,531,332.1,293.2,122.9,12.49,22.84,30.23,1.746,877.5601
04/01/2012 16:30,532,129.7,170,94.7,9.18,22.93,30.2,1.306,877.5453
04/01/2012 16:40,533,80.4,158.8,106.8,8.02,22.47,30.27,1.313,877.4235
04/01/2012 16:50,534,73.41,170.1,125.7,8.02,22.66,29.45,1.053,877.5982
04/01/2012 17:00,535,156.6,198.7,127,7.691,23.26,28.09,0.328,877.4477
04/01/2012 17:10,536,57.17,132.7,100.7,6.261,22.82,30.54,1.611,877.449
04/01/2012 17:20,537,59.75,108.6,80.8,4.826,22.48,29.76,0.208,877.4597
04/01/2012 17:30,538,89.9,111.3,79.86,4.09,23.01,30.1,0.429,877.5201
04/01/2012 17:40,539,111.5,99.5,68.6,3.044,22.71,30.78,0.861,877.6356
04/01/2012 17:50,540,61.49,64.35,47,1.953,22.69,31.53,0.794,877.7002
04/01/2012 18:00,541,13.53,31.43,26.12,1.122,22,32.59,1.238,877.6667
04/01/2012 18:10,542,0,15.42,13.94,0.54,21.85,33,0.529,877.5947
04/01/2012 18:20,543,0,4.036,3.956,0.181,21.49,33.99,0.721,877.7241
04/01/2012 18:30,544,0,0.611,0.933,0.034,21.23,34.53,0.047,877.7418
04/01/2012 18:40,545,0,0,0.02,0.018,21.12,34.87,0,877.8069
04/01/2012 18:50,546,0,0,0,0.013,20.63,39.99,0.059,877.9866
04/01/2012 19:00,547,0,0,0,0.013,19.89,41.25,0.558,878.1093
04/01/2012 19:10,548,0,0,0,0.012,19.62,40.29,0.87,878.2076
04/01/2012 19:20,549,0,0,0,0.013,19.25,41.25,1.628,878.3471
04/01/2012 19:30,550,0,0,0,0.012,18.94,42.92,1.816,878.5753
04/01/2012 19:40,551,0,0.047,0,0.007,18.43,42.92,1.955,878.6421
04/01/2012 19:50,552,0,0.089,0,0.008,18.37,43.5,2.096,878.7942
04/01/2012 20:00,553,0,0,0,0.01,17.82,46.36,2.534,878.7924
04/01/2012 20:10,554,0,0.116,0,0.008,17.64,45.75,2.92,878.9688
04/01/2012 20:20,555,0,0.126,0,0.01,17.72,46.5,2.895,879.2134
04/01/2012 20:30,556,0.078,0.132,0,0.012,17.65,44.73,2.696,879.1193
04/01/2012 20:40,557,0.082,0.073,0,0.008,17.74,46.64,2.874,879.2051
04/01/2012 20:50,558,0,0.002,0,0.011,17.36,47.67,3.009,879.3305
04/01/2012 21:00,559,0,0.041,0,0.008,17.19,48.62,2.83,879.348
04/01/2012 21:10,560,0,0.001,0,0.006,16.88,49.04,2.093,879.4103
04/01/2012 21:20,561,0,0.093,0,0.002,16.76,48.63,2.19,879.5939
04/01/2012 21:30,562,0.191,0.255,0,0.005,16.93,48.29,2.666,879.4954
04/01/2012 21:40,563,0.247,0.165,0,0.004,16.86,49.21,2.768,879.547
04/01/2012 21:50,564,0,0.004,0,0.006,16.57,50.16,1.57,879.5805
04/01/2012 22:00,565,0.269,0.011,0,0.003,16.74,48.7,1.57,879.613
04/01/2012 22:10,566,0.318,0.011,0,0.003,16.78,49.28,1.896,879.4412
04/01/2012 22:20,567,0.401,0.01,0,0.003,16.87,49.45,1.366,879.3842
04/01/2012 22:30,568,0.399,0,0,0.004,16.78,49.31,0.292,879.5803
04/01/2012 22:40,569,0.185,0.044,0,0.001,16.7,49.55,0.73,879.4499
04/01/2012 22:50,570,0.364,0.001,0,0.002,16.66,50.33,1.378,879.5231
04/01/2012 23:00,571,0,0.005,0,0.006,16.03,51.97,2.636,879.695
04/01/2012 23:10,572,0,0.002,0,0.005,15.57,53.81,2.873,879.7938
04/01/2012 23:20,573,0,0.022,0,0.002,15.26,53.16,3.181,879.9978
04/01/2012 23:30,574,0.002,0.022,0,0.001,15.21,54.15,3.066,879.9978
04/01/2012 23:40,575,0.184,0.099,0,0.003,15.15,54.42,2.785,880.0305
04/01/2012 23:50,576,0.117,0.019,0,0.005,15.03,54.63,2.419,879.8177
05/01/2012 00:00,577,0.401,0.233,0,0.006,15.09,54.42,2.694,880.0305
05/01/2012 00:10,578,0.401,0.201,0,0.002,15.17,53.74,2.71,879.9896
05/01/2012 00:20,579,0.415,0.327,0.106,0.003,15.36,52.92,2.728,879.9814
05/01/2012 00:30,580,1.161,0.343,0.216,0.002,15.78,51.83,3.196,879.9814
05/01/2012 00:40,581,1.11,0.343,0.063,0.004,16.05,50.33,2.915,879.9813
05/01/2012 00:50,582,0.822,0.219,0.004,0.002,16.29,50.16,2.354,879.7849
05/01/2012 01:00,583,0.609,0.173,0,0.002,16.5,49.75,1.976,879.9323
05/01/2012 01:10,584,0.401,0,0,0.002,16.38,51.25,0.437,879.8996
05/01/2012 01:20,585,0.401,0,0.023,0.002,16.34,49.31,0.125,879.9323
05/01/2012 01:30,586,0.308,0,0,0.004,16.41,50.71,0,879.6863
05/01/2012 01:40,587,0.011,0,0,0.001,16.12,52.69,0.104,879.5797
05/01/2012 01:50,588,0,0.045,0,0.002,15.74,53.78,1.436,879.3103
05/01/2012 02:00,589,0.001,0.259,0,0.006,15.37,52.89,2.263,879.3187
05/01/2012 02:10,590,0.4,0.319,0,0.006,15.54,52.92,2.233,879.3262
05/01/2012 02:20,591,0.401,0.03,0,0.008,15.62,53.84,1.4,879.1799
05/01/2012 02:30,592,0.401,0.12,0,0.005,15.44,52.11,1.628,879.2692
05/01/2012 02:40,593,0.307,0.096,0,0.004,15.42,53.37,1.22,879.1467
05/01/2012 02:50,594,0.056,0.13,0,0.002,15.12,53.37,1.516,879.1627
05/01/2012 03:00,595,0.401,0.212,0,0.005,15.31,53.84,1.049,879.1464
05/01/2012 03:10,596,0.313,0.348,0.017,0.004,15.22,54.39,1.726,879.0815
05/01/2012 03:20,597,0.346,0.352,0.2,0.004,15.14,53.06,1.931,879.0648
05/01/2012 03:30,598,0.34,0.188,0,0.004,15.2,54.97,1.593,878.8927
05/01/2012 03:40,599,0.237,0.186,0.002,0.001,15,54.08,1.951,878.9666
05/01/2012 03:50,600,0.598,0.343,0.017,0.001,15.42,52.38,2.089,878.8026
05/01/2012 04:00,601,1.195,0.351,0.005,0.007,15.86,49.92,1.976,878.8848
05/01/2012 04:10,602,0.857,0.236,0,0.006,16.01,51.53,2.251,878.8594
05/01/2012 04:20,603,0.154,0.141,0,0.009,15.71,53.03,2.165,878.7793
05/01/2012 04:30,604,0,0.001,0,0.005,15.26,55.04,0.492,878.8356
05/01/2012 04:40,605,0,0.001,0,0.003,15.18,54.49,0.58,878.9425
05/01/2012 04:50,606,0.002,0,0,0.001,15.16,54.36,0.911,878.9911
05/01/2012 05:00,607,0.219,0.137,0,0.002,15.16,54.94,1.993,878.9742
05/01/2012 05:10,608,0.005,0.185,0,0.003,14.9,54.77,1.708,878.9672
05/01/2012 05:20,609,0.06,0.259,0,0.002,14.88,54.7,2.153,879.0402
05/01/2012 05:30,610,0.236,0.299,0,0.005,14.91,54.77,2.108,879.0157
05/01/2012 05:40,611,0,0.161,0,0.003,14.78,53.95,1.855,879.0485
05/01/2012 05:50,612,0.096,0.172,0,0.005,14.86,54.46,1.854,879.1875
05/01/2012 06:00,613,0,0.075,0,0.006,14.5,54.6,1.706,879.2124
05/01/2012 06:10,614,0.02,0.208,0,0.004,14.51,54.36,1.883,879.3024
05/01/2012 06:20,615,0,0.006,0,0.004,13.98,59.81,1.388,879.4981
05/01/2012 06:30,616,0,0,0,0.001,13.33,59.91,0.62,879.4338
05/01/2012 06:40,617,0,0.09,0,0.002,13.57,57.22,0.632,879.5557
05/01/2012 06:50,618,0.021,0.232,0,0.011,13.92,56.54,1.004,879.6627
05/01/2012 07:00,619,0.346,0.539,0.269,0.019,14.04,54.39,2.089,879.826
05/01/2012 07:10,620,0.054,2.166,1.694,0.102,13.8,56.68,2.648,879.9326
05/01/2012 07:20,621,0.042,7.197,6.181,0.369,13.57,57.87,2.535,879.9243
05/01/2012 07:30,622,18.74,20.75,16.28,0.892,13.19,58.04,2.037,879.9978
05/01/2012 07:40,623,74.6,43.41,30.43,1.61,13.32,57.22,2.175,880.0881
05/01/2012 07:50,624,122.7,67.34,45.86,2.461,13.62,55.24,1.264,880.268
05/01/2012 08:00,625,171.4,94.8,61.28,3.436,14.25,51.49,1.22,880.3091
05/01/2012 08:10,626,217.6,123.6,79.18,4.524,14.93,51.22,1.021,880.4561
05/01/2012 08:20,627,271.2,156,96.4,5.709,15.47,49.1,0.598,880.6036
05/01/2012 08:30,628,317.3,188.7,112.9,6.904,16.11,45.9,0.727,880.6198
05/01/2012 08:40,629,364.4,223,128.4,8.32,17.12,42.66,0.022,880.6854
05/01/2012 08:50,630,409.8,259.4,146.7,9.35,18.03,41.57,0,880.8159
05/01/2012 09:00,631,450.7,294.6,161.2,11.28,19.39,35.26,0,880.6998
05/01/2012 09:10,632,490.8,329.7,173.8,12.85,20.81,35.46,0.013,880.9393
05/01/2012 09:20,633,519.8,361.7,180.7,13.55,20.16,38.45,0.345,880.9082
